element_type,osmid,amenity,amperage,authentication:short_message,capacity,operator,ref,socket:type2,source,source:delivery_date,voltage,geometry,brand,brand:wikidata,brand:wikipedia,name,opening_hours,operator:wikidata,operator:wikipedia,note:de,authentication:membership_card,payment:account_cards,description,access,authentication:app,authentication:nfc,contact:phone,contact:website,fee,motorcar,parking:fee,socket:type2:output,addr:suburb,wheelchair,socket:type2:current,socket:type2:voltage,survey:date,payment:mastercard,payment:paypal,payment:visa,location,authentication:phone_call,layer,level,socket:schuko,short_name,website,charge,payment:american_express,payment:sepa,payment:vpay,comment,addr:city,addr:housenumber,addr:postcode,addr:street,phone,bicycle,authentication:none,socket:chademo,socket:type2_combo,scooter,socket:chademo:output,socket:type2_combo:output,truck,camera:direction,camera:mount,camera:type,highway,man_made,surveillance,surveillance:type,surveillance:zone,socket:type1_combo,note,covered,ref:EU:EVSE,payment:credit_cards,addr:country,hgv,maxstay,noname,output,charging_station:output,network,description:de,socket:usb,socket:tesla_supercharger_ccs,start_date,socket:type2_cable,fixme,lit,support,payment:maestro,payment:mea,object:city,object:country,object:housenumber,object:postcode,object:street,mapillary,bus,payment:bank_transfer,amenity:wikipedia,socket:tesla_supercharger_ccs:output,socket:type2_cable:output,payment:Giro-e,payment:Ladekarte,payment:app,payment:qr_code,lamp_mount,lamp_type,payment:cards,payment:contactless,check_date,small_electric_vehicle,motor_vehicle,manufacturer,payment:nfc,authentication:contactless,contact:email,maxstay:conditional,name:en,payment:cash,payment:membership_card,socket:type2_combo:current,socket:type2_combo:voltage,socket:device:USB-A,socket:device:USB-C,parking:lane:charge:conditional,socket:type1:output,email,image,image:0,image:1,nodes,parking,parking:orientation,surface,capacity:disabled,parking_space,orientation
node,5111769134,charging_station,,,1,Allego,,1,,,,POINT (13.5431269 52.5535826),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamppost/Lichtmast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111769135,charging_station,,,1,Allego,,1,,,,POINT (13.3283448 52.4769685),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamppost/Lichtmast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111769136,charging_station,,,1,Allego,,1,,,,POINT (13.5056158 52.5372775),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamppost/Lichtmast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111769137,charging_station,,,1,Allego,,1,,,,POINT (13.3336249 52.4715351),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamppost/Lichtmast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111769138,charging_station,,,1,Allego,,1,,,,POINT (13.1397918 52.5293876),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamppost/Lichtmast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111769139,charging_station,,,2,Allego,,2,,,,POINT (13.1954768 52.5332687),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111769140,charging_station,,,1,Allego,,1,,,,POINT (13.3297115 52.5637724),,,,,,Q75560554,,,,,,,,,,,,,,"3,7 kW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamppost/Lichtmast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111769141,charging_station,,,2,Allego,,2,,,,POINT (13.5664636 52.5552331),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111769142,charging_station,,,2,Allego,,2,,,,POINT (13.4801023 52.5230414),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111780186,charging_station,,,2,Allego,,1,,,,POINT (13.2936235 52.577336),,,,,24/7,Q75560554,,,,,,,,,,,yes,yes,,43 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,50 kW,50 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111780187,charging_station,,,2,Allego,,2,,,,POINT (13.2812104 52.5905056),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111780188,charging_station,,,2,Allego,,2,,,,POINT (13.3540856 52.5470885),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111793397,charging_station,,,2,Allego,,2,,,,POINT (13.3662327 52.5234291),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111793398,charging_station,,,2,Berliner Stadtwerke,,2,survey,,,POINT (13.3778731 52.5318033),,,,,,Q75560554,,,,,,yes,,,,,yes,,,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111793399,charging_station,,,2,Berliner Stadtwerke,,2,,,,POINT (13.3701994 52.5342042),,,,,24/7,Q21969102,,,,,,yes,,,,,yes,yes,no,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DE*BSW*E603484*484;DE*BSW*E603484*485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111793400,charging_station,,,2,Berliner Stadtwerke,,2,,,,POINT (13.3711613 52.5401738),,,,,,Q21969102,,,,,,yes,,,,,yes,yes,,11 kW,,,,,,yes,yes,yes,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111793401,charging_station,,,2,Allego,,2,,,,POINT (13.3690134 52.5461758),,,,,,Q75560554,,,,,,customers,,,,,yes,yes,,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5172540088,charging_station,,,2,Allego,,,,,,POINT (13.4097179 52.5043169),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5197091613,charging_station,,,2,Allego,,,,,,POINT (13.3297599 52.4813888),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5206949473,charging_station,,,2,be emobil,,2,,,,POINT (13.3322723 52.5241189),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5206949475,charging_station,,,2,be emobil,,2,,,,POINT (13.3012241 52.5258895),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5206949476,charging_station,,,2,be emobil,,2,,,,POINT (13.3000877 52.5355637),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5214561869,charging_station,,,2,Allego,DEALLEGO0001831,,,,,POINT (13.3230521 52.5106227),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5218747959,charging_station,16,,2,be emobil,,2,,,,POINT (13.3088763 52.4953707),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5249519721,charging_station,,,1,Vattenfall,,,,,,POINT (13.5708221 52.5419505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5283382439,charging_station,,,2,,,,,,,POINT (13.5254831 52.4553571),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5306766491,charging_station,,,,Innogy,BA-2022-5;BA-2034-6;BA-2491-2;BA-2501-8;BA-2537-0;BA-2548-5,8,,,,POINT (13.3729027 52.5087524),Innogy,Q2124721,de:Innogy,Innogy,,Q2124721,de:Innogy,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5306783763,charging_station,,,2,be emobil,DEALLEGO0000621;DEALLEGO0000622,2,,,,POINT (13.3808066 52.5047684),,,,,24/7,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5306791206,charging_station,,,,,,1,,,,POINT (13.3836694 52.5038403),,,,,24/7,,,,,,Parkplatz K023,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5306803868,charging_station,,,2,be emobil,DEALLEGO0000431;DEALLEGO0000432,2,,,,POINT (13.40753 52.5000202),,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5306805885,charging_station,,,2,Gewobag,,,,,,POINT (13.4078381 52.5004609),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5306812102,charging_station,,,2,be emobil,DEALLEGO0001521;DEALLEGO0001522,2,,,,POINT (13.4155767 52.5133848),,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5324273698,charging_station,,,2,Allego,DEALLEGO001199,2,,,,POINT (13.4298571 52.4684164),,,,,24/7,Q75560554,,,,,,,yes,yes,+49 30 233210000,https://www.allego.eu/de-de/elektromobilisten/ladestation-finden,yes,yes,no,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5325280983,charging_station,32,yes,2,Hammer Fachmärkte für Heim-Ausstattung GmbH & Co. KG Ost,own,2,,,230,POINT (13.6237634 52.5018246),,,,Hammer Heimtex,24/7,,,,,,,,,yes,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5325280984,charging_station,32,yes,2,Hammer Fachmärkte für Heim-Ausstattung GmbH & Co. KG Ost,own,2,,,230,POINT (13.6236486 52.5019056),,,,Hammer Heimtex,24/7,,,,,,,,,yes,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5325280985,charging_station,32,yes,2,Hammer Fachmärkte für Heim-Ausstattung GmbH & Co. KG Ost,own,2,,,230,POINT (13.6242394 52.502888),,,,Hammer Heimtex,24/7,,,,,,,,,yes,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5354651133,charging_station,16,,2,Allego,,2,,,,POINT (13.467548 52.4962365),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berlin,4,10245,Glasbläserallee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5355176012,charging_station,,,2,Allego,,2,,,,POINT (13.207832 52.5328609),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berlin,17,13597,Schürstraße,,,,,,,,,,,,,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5386387402,charging_station,,,2,Allego,DEALLEGO0000162,2,,,,POINT (13.4085178 52.5537307),,,,,24/7,Q75560554,,,,,,,,,+49 30 233210000,https://www.allego.eu/de-de/elektromobilisten/ladestation-finden,yes,yes,,11 kW,,,16,,,yes,,yes,,,,,,,,0.38 EUR/kWh,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5386945870,charging_station,,,2,be emobile,DEALLEGO000194,2,,,,POINT (13.4125537 52.558665),,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5386945871,charging_station,,,2,Allego,DEALLEGO0001272,2,,,,POINT (13.4125521 52.5486984),,,,,24/7,Q75560554,,,,,,,,,+49 30 233210000,https://www.allego.eu/de-de/elektromobilisten/ladestation-finden,yes,yes,,11 kW,,,16,,,yes,,yes,,,,,,,,0.38 EUR/kWh,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5386945872,charging_station,,,2,Allego,DEALLEGO000206,2,,,,POINT (13.4153687 52.5441833),,,,,,Q75560554,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5389661102,charging_station,,,2,Allego,DEALLEGO000181,2,,,,POINT (13.391086 52.5282104),,,,be emobile,,Q75560554,,,,,,,,,,,yes,,,11 kW,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5467791002,charging_station,,,2,Allego,DEALLEGO000050,2,,,,POINT (13.4279419 52.47489),,,,,24/7,Q75560554,,,,,,,yes,yes,+49 30 233210000,https://www.allego.eu/de-de/elektromobilisten/ladestation-finden,yes,yes,no,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5486805946,charging_station,,,2,Allego,,,,,,POINT (13.3837292 52.4951187),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.be-emobil.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,ID: DEALLEGO0000382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5490916765,charging_station,,,2,Allego,,2,,,,POINT (13.3613414 52.5548128),,,,,,Q75560554,,,,,,,,,,,yes,yes,,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5528908178,charging_station,,,2,Allego,,,,,,POINT (13.346428 52.4825326),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5611813688,charging_station,,,1,The New Motion,,,,,,POINT (13.3269678 52.4735401),,,,,24/7,,,,only,,,,,,,,,yes,no,,,,,,,,,,,,,,,,http://www.be-emobil.de,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,4 @ (08:00-18:00),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5744011873,charging_station,,,3,IKEA,,3,,,400,POINT (13.2167912 52.5283629),,,,,Mo-Sa 10:00-21:00,,,,,,,,,yes,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,3,3,,,,yes,,,,,,,,,,,,,,,,,yes,20kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5792072670,charging_station,,,2,Berliner Stadtwerke,,2,,,,POINT (13.3752277 52.4685949),,,,Ladesäule 2x11 kW Typ 2 Ringbahnstr. 131,24/7,Q21969102,,,,,,,,,,,,yes,,11 kW,,,16,400,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5792105382,charging_station,,,,Innogy,,,,,,POINT (13.371278 52.4694249),Innogy,Q2124721,de:Innogy,Innogy,,Q2124721,de:Innogy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5798344780,charging_station,,,2,,,,,,,POINT (13.2108362 52.5586876),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5846759376,charging_station,,,1,Tierpark Berlin-Friedrichsfelde GmbH,,,,,,POINT (13.5268591 52.4994253),,,,Ladesäule Tierparkbahn,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5848091341,charging_station,16,,2,Allego,,2,,,230,POINT (13.47772 52.5018164),,,,bemobil,24/7,Q75560554,,,,,,,,yes,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5848116762,charging_station,16,,2,Bemobil,DEALLEGO0001071;DEALLEGO0001072,2,,,230,POINT (13.4669816 52.5072514),,,,,24/7,,,,,,,,,yes,+49 30 2331000,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5848129813,charging_station,16,,1,NewMotion,,1,,,230,POINT (13.4766874 52.51474),,,,NewMotion,Mo-Sa 07:45-22:00,Q105883058,,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5848129814,charging_station,16,,1,NewMotion,,1,,,230,POINT (13.4766267 52.5147553),,,,NewMotion,Mo-Sa 07:45-22:00,Q105883058,,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5848129815,charging_station,32,,2,Vattenfall Europe AG,,2,,,230,POINT (13.4762981 52.5148454),,,,Vattenfall,Mo-Sa 07:45-22:00,,,,,,,,,yes,,,yes,yes,,,,,,,,,,,,no,,,2,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5848133163,charging_station,32,,2,Innogy,,2,,,230,POINT (13.4800152 52.5161458),Innogy,Q2124721,de:Innogy,RWE,24/7,Q2124721,de:Innogy,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5848137471,charging_station,32,,2,Innogy,,2,,,230,POINT (13.4976967 52.5118452),Innogy,Q2124721,de:Innogy,Innogy,24/7,Q2124721,de:Innogy,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5848150908,charging_station,32,,2,Innogy,,2,,,230,POINT (13.5542594 52.5137628),Innogy,Q2124721,de:Innogy,Innogy,24/7,Q2124721,de:Innogy,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5903594227,charging_station,16,,2,,own,2,,,230,POINT (13.3873074 52.4802779),,,,Be-Emobil,24/7,,,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5903604628,charging_station,32,,1,IKEA,,1,,,400,POINT (13.3679033 52.4698417),,,,,,Q54078,en:IKEA,,,,,,,no,,,no,yes,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1,1,yes,20,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5903604629,charging_station,32,,1,IKEA,,1,,,400,POINT (13.367824 52.4698441),,,,,,Q54078,en:IKEA,,,,,,,no,,,no,yes,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1,1,yes,20,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5903604630,charging_station,32,,1,IKEA,,1,,,400,POINT (13.3676725 52.4698465),,,,,,Q54078,en:IKEA,,,,,,,no,,,no,yes,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1,1,yes,20,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5938935138,charging_station,,,1,,,,,,,POINT (13.487016 52.5076139),,,,Thenewmotion,24/7,,,,,,,,,,,https://newmotion.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
