element_type,osmid,geometry,amenity,name,website,wheelchair,addr:city,addr:housenumber,addr:postcode,addr:street,club,description,source,addr:country,tourism,nodes,architect,building,building:levels,roof:levels,roof:shape,start_date,opening_hours,air_conditioning,check_date:opening_hours,contact:email,contact:phone,contact:website,fee,internet_access,internet_access:fee,internet_access:ssid,lastcheck,name:zh,toilets:wheelchair,wikidata,wikipedia,roof:material,addr:suburb,access,leisure,sport,fax,phone,roof:colour,height,historic,image,ways,type
way,15091932,"POLYGON ((9.2147392 48.8051567, 9.2148363 48.8050889, 9.2147972 48.8050636, 9.2148371 48.8050347, 9.2148884 48.8049964, 9.2149792 48.8050538, 9.2150375 48.8050094, 9.2151972 48.8050758, 9.2150012 48.8052182, 9.2149614 48.805195, 9.2148884 48.8052465, 9.2147392 48.8051567))",townhall,Bezirksrathaus Bad Cannstatt,,yes,Stuttgart,10,70372,Marktplatz,,"Bezirksrathaus mit Bürgerbüro, Standesamt",,DE,,"[148949139, 148949140, 148949141, 3201853427, 148949143, 148949144, 148949146, 1490352441, 1490352686, 148949148, 148949149, 148949139]",Werner Luz,civic,2,3,gabled,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,22760931,"POLYGON ((9.0984034 48.7229982, 9.0988058 48.7230457, 9.0988502 48.7228819, 9.0986579 48.7228592, 9.0986699 48.7228149, 9.0985162 48.7227968, 9.0984921 48.7228857, 9.0984357 48.7228791, 9.0984034 48.7229982))",,,,,,,,,,,,,,"[244307671, 244307672, 244307673, 528613386, 528613384, 244307674, 528613388, 528613389, 244307671]",,civic,1,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27140187,"POLYGON ((9.1609033 48.7736622, 9.1607986 48.7736287, 9.160748 48.7736139, 9.1607828 48.7735706, 9.1606948 48.7735425, 9.1606204 48.7735187, 9.1605282 48.7736441, 9.1610083 48.7737982, 9.1610534 48.7737136, 9.1609033 48.7736622))",,,,,Stuttgart,43,70176,Ludwigstraße,,,,DE,,"[2918254566, 9519530588, 2918254562, 2918254565, 9519528199, 297765369, 297765365, 2918254576, 9519528193, 2918254566]",,civic,3,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28057242,"POLYGON ((9.1598816 48.7746949, 9.1599523 48.774717, 9.1599765 48.7746835, 9.1602303 48.7747629, 9.1603084 48.7746544, 9.1602697 48.7746423, 9.1602769 48.7746323, 9.1598271 48.7744917, 9.159751 48.7745973, 9.1597923 48.7746102, 9.1597826 48.7746238, 9.1598597 48.7746479, 9.1599052 48.7746621, 9.1598816 48.7746949))",,,,,Stuttgart,60,70176,Hasenbergstraße,,,,DE,,"[2917750107, 2917750108, 2917750106, 308081714, 308081726, 2917750104, 2917750103, 308081720, 308081708, 2917750101, 2917750102, 5533369606, 2917750105, 2917750107]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28371064,"POLYGON ((9.1502827 48.77436, 9.1502834 48.7742743, 9.1500449 48.7742735, 9.1500442 48.7743592, 9.1502827 48.77436))",,,,,Stuttgart,66A,70197,Vogelsangstraße,,,,DE,,"[311600610, 311600617, 311600620, 311600613, 311600610]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28687308,"POLYGON ((9.1541331 48.7754587, 9.1544526 48.7754685, 9.1544649 48.7752935, 9.154355 48.7752902, 9.1543588 48.7752373, 9.1543912 48.7752383, 9.1543958 48.7751724, 9.1542644 48.7751684, 9.1542638 48.7751772, 9.1540961 48.7751721, 9.1540939 48.7752041, 9.1540289 48.7752021, 9.1540228 48.7752891, 9.1541447 48.7752928, 9.1541331 48.7754587))",,Jugendhaus West,http://www.jugendhaus.net/west/start/,,Stuttgart,26,70193,Bebelstraße,,,,DE,,"[315314251, 315314257, 2924531982, 7432788688, 2924531971, 2924531972, 2924531970, 315314260, 315314264, 315314266, 10271120412, 10271120413, 315314269, 2924531977, 315314251]",,civic,1,1,flat,,Mo 13:00-18:00; Tu 13:00-20:00; We 13:00-21:00; Th 13:00-20:00; Fr 13:00-21:00; Su 14:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28687738,"POLYGON ((9.1554865 48.7763854, 9.1555747 48.7763878, 9.155577 48.7763513, 9.1556363 48.7763529, 9.155635 48.7763741, 9.155723 48.7763765, 9.15574 48.7761021, 9.1557788 48.7761032, 9.1557839 48.7760218, 9.1557217 48.7760202, 9.155666 48.7760187, 9.1556673 48.7759971, 9.1556048 48.7759955, 9.155607 48.7759598, 9.1555177 48.7759574, 9.1555054 48.7761555, 9.155515 48.7761557, 9.1555131 48.7761864, 9.155499 48.776186, 9.1554865 48.7763854))",,Tageseinrichtung für Kinder Schwabstraße 95,,,Stuttgart,95,70193,Schwabstraße,,,,DE,,"[316952584, 1390975909, 1390975896, 1390975895, 1390975924, 316952590, 1390982391, 1390982394, 1390975897, 9201762310, 1390975917, 1390975922, 1390975926, 316952623, 315907557, 9201762315, 9201762313, 9201762312, 9201762314, 316952584]",,civic,2,,flat,,Mo-Fr 06:30-17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30698972,"POLYGON ((9.1516402 48.834063, 9.1520211 48.8345944, 9.1526179 48.8346121, 9.1537196 48.8340027, 9.153312 48.833927, 9.1527074 48.8340288, 9.1516402 48.834063))",,Porsche Museum,,yes,Stuttgart,5,70435,Porscheplatz,,,,DE,museum,"[411305598, 2054054570, 339475358, 339475360, 411305599, 412527525, 411305598]",,civic,3,,,,Tu-Su 09:00-18:00,yes,2022-08-04,info.museum@porsche.de,+49 711 91120911,http://www.porsche.com/museum/de/,yes,wlan,no,Porsche_Museum_guest,2016-05-23,保时捷博物馆,yes,Q328623,de:Porsche-Museum,,,,,,,,,,,,,
way,31728313,"POLYGON ((9.146963 48.7757474, 9.147011 48.7756855, 9.1472722 48.7757666, 9.1472225 48.7758313, 9.146963 48.7757474))",,Jugendraum der Paul-Gerhardt-Gemeinde,https://www.paul-gerhardt-stuttgart.de/,,Stuttgart,196,70193,Rosenbergstraße,,,,DE,,"[316964071, 316964069, 354981561, 354981563, 316964071]",,civic,2,1,gabled,,,,,,,,,,,,,,,,,roof_tiles,,,,,,,,,,,,
way,33515681,"POLYGON ((9.1595899 48.7837219, 9.1597249 48.7835392, 9.1601012 48.7836599, 9.1599663 48.7838426, 9.1597216 48.7837643, 9.1596211 48.7837317, 9.1595899 48.7837219))",,,,,Stuttgart,23,70176,Silberburgstraße,,,,DE,,"[382061413, 382061414, 382061415, 382061416, 1237725657, 1237725689, 382061413]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37112147,"POLYGON ((9.1680256 48.7761566, 9.1679266 48.7762323, 9.1679018 48.7762512, 9.1677247 48.7761506, 9.1677299 48.7761466, 9.1673334 48.7759213, 9.1673266 48.7759265, 9.1671527 48.7758276, 9.1672745 48.7757346, 9.167448 48.7758332, 9.1674456 48.775835, 9.1678466 48.776063, 9.1678527 48.7760584, 9.1680256 48.7761566))",,,,,Stuttgart,25,70176,Hohe Straße,,,,DE,,"[431619813, 3804836399, 431619815, 8907655795, 8907655796, 8907655798, 8907655797, 431619816, 431619814, 8907655799, 8907655800, 8907655802, 8907655801, 431619813]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37428340,"POLYGON ((9.2089139 48.7847966, 9.2090261 48.7845664, 9.209581 48.7846837, 9.2094794 48.7848924, 9.2094564 48.7849395, 9.2089334 48.7848289, 9.2089458 48.7848034, 9.2089139 48.7847966))",,,,,Stuttgart,75,70188,Ostendstraße,,,,DE,,"[437529675, 437529678, 437529684, 1725858277, 437529686, 1175017735, 1175017578, 437529675]",,civic,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45847621,"POLYGON ((9.1957708 48.807113, 9.195692 48.8071185, 9.1956749 48.8071197, 9.1945706 48.8071965, 9.1946549 48.8077217, 9.1948238 48.8077099, 9.1958538 48.8076395, 9.1958361 48.8075263, 9.1948056 48.8075961, 9.1947943 48.8075259, 9.1948446 48.8075223, 9.1955698 48.8074705, 9.1958251 48.8074515, 9.1957898 48.8072313, 9.1958479 48.807228, 9.1959082 48.8072246, 9.1959371 48.8072229, 9.1959387 48.8072544, 9.1962411 48.8072441, 9.1965918 48.8072423, 9.1970186 48.8072536, 9.1970245 48.8071053, 9.1965916 48.807094, 9.196228 48.8070955, 9.195908 48.8071062, 9.1959057 48.8071215, 9.1958393 48.8071238, 9.1957729 48.807126, 9.1957708 48.807113))",,,,,,,,,,,,,,"[583498408, 3956042179, 3956042180, 583498409, 583498410, 3956042228, 583498411, 3956042210, 3956042213, 3956042209, 3956042207, 3956042202, 3956042201, 583498412, 3712307656, 3956042187, 3956042186, 3956042191, 583498413, 3956042189, 583498414, 583498415, 3956042174, 3956042175, 583498416, 3747483342, 3712307655, 535193832, 583498408]",,civic,5,1,many,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47216535,"POLYGON ((9.1376733 48.7775073, 9.1376536 48.7775022, 9.1376277 48.7774733, 9.1376593 48.7774196, 9.1377326 48.7773934, 9.1377782 48.777447, 9.1378066 48.7774372, 9.1379054 48.7774628, 9.1379097 48.7774556, 9.1379653 48.7774699, 9.1379614 48.7774766, 9.137986 48.777483, 9.1379897 48.7774768, 9.1380547 48.7774935, 9.1380512 48.7774995, 9.138066 48.7775033, 9.1380563 48.7775197, 9.1381512 48.7775442, 9.1381456 48.7775536, 9.1381541 48.7775558, 9.1381271 48.7776012, 9.1381186 48.777599, 9.1381142 48.7776064, 9.1381226 48.7776086, 9.1381015 48.7776443, 9.1380938 48.7776423, 9.1380874 48.7776531, 9.1380613 48.7776463, 9.1380464 48.7776714, 9.13799 48.7776925, 9.1379334 48.7776265, 9.137949 48.7776002, 9.1377406 48.7775464, 9.1377466 48.7775363, 9.1377169 48.7775287, 9.1377069 48.7775454, 9.1376925 48.7775494, 9.1376664 48.7775416, 9.1376582 48.7775328, 9.1376733 48.7775073))",,,,,Stuttgart,271C,70193,Am Kräherwald,,,,DE,,"[601602301, 2941161412, 1264283875, 1264283784, 601602302, 1264283539, 1264283859, 9282908445, 9282908444, 9282908443, 9282908450, 9282908449, 9282908447, 9282908446, 9282908448, 1264283634, 1264283656, 601602306, 9282908458, 9282908454, 9282908455, 9282908456, 9282908457, 9282908451, 9282908452, 9282908453, 2941161423, 2941161422, 601602307, 1264283794, 601602309, 601602310, 2941161420, 2941161418, 2941161415, 2941161421, 9282908441, 9282908442, 2941161417, 601602301]",,civic,2,1,double_saltbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47216775,"POLYGON ((9.138524 48.7781774, 9.1385075 48.7781833, 9.138489 48.778161, 9.1384461 48.7781765, 9.138402 48.7781234, 9.1380685 48.7782435, 9.1381135 48.7782977, 9.1381061 48.7783018, 9.1381017 48.7783088, 9.138102 48.778314, 9.1381052 48.7783195, 9.1381108 48.7783226, 9.1381176 48.7783248, 9.1381257 48.7783258, 9.1381364 48.7783253, 9.1381568 48.7783499, 9.1383582 48.7782774, 9.138416 48.778347, 9.138429 48.7783423, 9.1385011 48.7784292, 9.1384722 48.7784396, 9.1384715 48.7784455, 9.1384874 48.7784658, 9.1384956 48.7784678, 9.138502 48.7784654, 9.1385217 48.7784892, 9.1385463 48.7785188, 9.1386513 48.7784809, 9.1387304 48.7784524, 9.1385926 48.7782863, 9.1386094 48.7782802, 9.138524 48.7781774))",,,,,Stuttgart,271,70193,Am Kräherwald,,,,DE,,"[2938228323, 2938228324, 1264283837, 1264283709, 601603625, 601603623, 9282908473, 9282908465, 9282908463, 9282908461, 9282908459, 9282908460, 9282908462, 9282908464, 9282908472, 601603629, 601603624, 9282908471, 9282908470, 2938228336, 9282908469, 9282908466, 9282908467, 9282908468, 2938228337, 2938228343, 601603637, 2938228341, 601603639, 2938228328, 2938228327, 2938228323]",,civic,4,3,mansard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,52994354,"POLYGON ((9.1909145 48.817878, 9.1905958 48.8177386, 9.1905736 48.8177606, 9.1904838 48.8177213, 9.1903974 48.8178074, 9.1904814 48.8178442, 9.1904545 48.8178711, 9.1905242 48.8179016, 9.1907196 48.8179871, 9.190779 48.8180131, 9.1909145 48.817878))",,,,,Stuttgart,37,70376,James-F.-Byrnes-Straße,,,,DE,,"[671319138, 671319024, 1293842405, 1293842434, 1293842443, 1293842417, 671319086, 4156328743, 4156328749, 671319081, 671319138]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53025571,"POLYGON ((9.1529007 48.7725418, 9.1528129 48.7726631, 9.1530625 48.7727415, 9.1531503 48.7726199, 9.1530771 48.7725975, 9.1529007 48.7725418))",,,,,,,,,,,,,,"[671598199, 671598201, 296486554, 296486559, 671598208, 671598199]",,civic,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
