element_type,osmid,amenity,geometry,wheelchair,access,wheelchair:description,operator,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,level,email,fax,name,opening_hours,phone,shop,website,brand,nodes,brand:wikidata,brand:wikipedia,building,internet_access,short_name,toilets:wheelchair,alt_name,building:levels,roof:levels,check_date:opening_hours,cuisine,roof:shape,contact:phone,contact:website,old_name,toilets,takeaway,diet:vegan,diet:vegetarian,description,craft,disused:shop,name:ko,wikidata,changing_table,drink:club-mate,building:colour,building:levels:underground,building:material,height,roof:colour,roof:material,source,source:height,access:covid19,drive_through:covid19,opening_hours:covid19,heritage,heritage:operator,start_date,contact:facebook,contact:instagram,contact:mobile,clothes,motorcycle:clothes,motorcycle:parts,addr:suburb,building:min_level,layer,roof:height,architect,wikimedia_commons,wikipedia,noaddress,branch,contact:email,diet:halal,diet:kosher,contact:fax,healthcare,opening_hours:signed,nohousenumber,not:brand:wikidata,trade,check_date,disused:kiosk,disused:name,disused:opening_hours,outdoor_seating,reservation,smoking,note:building:levels,air_conditioning,currency:EUR,diet:gluten_free,diet:healthy,diet:lactose_free,diet:local,diet:meat,diet:mediterranean,diet:non-vegetarian,image,membership,payment:cash,payment:coins,payment:credit_cards,payment:debit_cards,payment:girocard,payment:maestro,payment:mastercard,payment:visa,ref:vatin,second_hand,stroller,cash_withdrawal,internet_access:fee,loc_name,name:de,opening_hours:url,self_checkout,breakfast,drive_through,ice_cream,indoor_seating,leisure,note,addr:housename,noname,ways,type
way,15458735,,"POLYGON ((8.6006214 50.1366769, 8.6005322 50.1366905, 8.600458 50.1367159, 8.6003961 50.1367533, 8.5997696 50.1364579, 8.5993525 50.136835, 8.6008766 50.1375276, 8.6012846 50.1371588, 8.6010823 50.1370638, 8.601695 50.1365218, 8.6015721 50.1364644, 8.6015426 50.1364858, 8.6014111 50.1364265, 8.6013816 50.1364454, 8.6012512 50.1363844, 8.6008472 50.136723, 8.6007785 50.1366956, 8.6006981 50.13668, 8.6006214 50.1366769))",yes,,"alles ebenerdig, mit behindertengerechtem WC",,Frankfurt am Main,DE,10,60488,Guerickestraße,,,,toom Baumarkt,Mo-Sa 07:00-20:00; Fr 07:00-22:00,+49 69 976835-0,doityourself,http://www.toom-baumarkt.de/markt/details/frankfurt-roedelheim,toom Baumarkt,"[8779212909, 8779212905, 8779212906, 8779212903, 153485416, 153485407, 153485408, 153485410, 153485411, 153485413, 8779212899, 8779212900, 8779212901, 8779212902, 153485414, 8779212904, 8779212907, 8779212908, 8779212909]",Q2442970,de:Toom Baumarkt,retail,wlan,toom,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23248294,,"POLYGON ((8.6993828 50.1162215, 8.6995025 50.1162232, 8.6995029 50.1162114, 8.699519 50.1162116, 8.6996505 50.1162134, 8.6996498 50.1162354, 8.6996799 50.1162358, 8.6996807 50.116214, 8.6998297 50.1162161, 8.6998293 50.1162274, 8.6999501 50.1162291, 8.6999527 50.1161522, 8.6999404 50.1161521, 8.6999453 50.1160082, 8.699972 50.1160086, 8.6999726 50.1159902, 8.6999955 50.1159905, 8.7000002 50.1158535, 8.6999771 50.1158531, 8.6999777 50.1158346, 8.6999538 50.1158342, 8.6999585 50.115694, 8.6999704 50.1156941, 8.699973 50.1156169, 8.6998533 50.1156152, 8.6998529 50.1156269, 8.6995261 50.1156224, 8.6995265 50.1156098, 8.6994057 50.1156081, 8.699403 50.1156868, 8.6994147 50.1156869, 8.6994107 50.1158077, 8.6993485 50.1158068, 8.6993466 50.1158626, 8.6992901 50.1158618, 8.6992897 50.1158718, 8.699287 50.1159535, 8.6992867 50.1159615, 8.6993429 50.1159623, 8.6993425 50.1159664, 8.6993417 50.1160081, 8.6993409 50.1160218, 8.6994031 50.1160226, 8.699399 50.1161439, 8.6993854 50.1161437, 8.6993828 50.1162215))",,,,,,,,,,,,,Zoogesellschafthaus,,,,,,"[251552000, 9815818559, 9815818560, 3716788210, 9815818557, 9815818556, 9815818555, 9815818558, 9815818554, 9815818553, 251552004, 9815818566, 9815818565, 9815818564, 9815818563, 251552005, 251552006, 251552008, 251552009, 9815818567, 9815818568, 9815818569, 9815818570, 251552010, 1069307516, 1069307514, 1069307515, 1069307517, 251552011, 9815818575, 9815818576, 251552013, 251552014, 9815818574, 9815818572, 9815818250, 9815818245, 9815818571, 9815818573, 9815818243, 9815818242, 251552015, 251552017, 9815818562, 9815818561, 251552000]",,,retail,,,,Palais,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25480076,,"POLYGON ((8.6061766 50.1283043, 8.6062318 50.1283117, 8.606474 50.1283443, 8.6067378 50.1281155, 8.6068324 50.1277734, 8.6069116 50.1275049, 8.6064597 50.1274409, 8.6061968 50.1282428, 8.6061766 50.1283043))",limited,,,,Frankfurt am Main,DE,41,60489,Lorscher Straße,,,,,Mo-Sa 08:00-20:00,,,,,"[277648836, 1683567673, 1028001871, 1028001516, 1683567645, 1028001603, 277648838, 1683567657, 277648836]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25538793,,"POLYGON ((8.6070321 50.0945707, 8.6070321 50.0947524, 8.6066974 50.0947469, 8.6066974 50.0945707, 8.6070321 50.0945707))",,,,,Frankfurt am Main,,1b,65933,Waldschulstraße,,,,,,,,,,"[278332415, 278332416, 278332417, 278332418, 278332415]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26201442,fast_food,"POLYGON ((8.5761419 50.1324824, 8.5762094 50.1324075, 8.5762821 50.1324343, 8.576335 50.1324539, 8.5762675 50.1325289, 8.5761419 50.1324824))",limited,,,,,,13,,Stuttgarter Straße,,,,Döner-Sandwich Haus,Mo-Fr 07:00-18:00; PH off,,,,,"[286895801, 286895802, 659957443, 286895803, 286895804, 286895801]",,,retail,,,,,1,,2021-03-15,turkish,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28346976,,"POLYGON ((8.6851921 50.1622333, 8.6854843 50.1623729, 8.6859523 50.1619709, 8.6857532 50.1618757, 8.6857886 50.1618453, 8.6856956 50.1618008, 8.6851921 50.1622333))",yes,,,,Frankfurt am Main,DE,60-64,60433,August-Schanz-Straße,,,,Lidl,Mo-Sa 07:00-21:00,,supermarket,,Lidl,"[311326343, 311326344, 311326346, 1262331425, 1262331426, 311326349, 311326343]",Q151954,en:Lidl,retail,,,,,1,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28346994,,"POLYGON ((8.6870777 50.1607331, 8.6874232 50.1608939, 8.6878434 50.1605232, 8.6878903 50.160545, 8.687956 50.1604871, 8.6877797 50.1604051, 8.6877208 50.1604571, 8.687548 50.1603767, 8.6873831 50.1605222, 8.6873397 50.160502, 8.6872806 50.1605542, 8.6870777 50.1607331))",yes,,,,Frankfurt am Main,DE,268,60433,Homburger Landstraße,,,,ALDI Süd,Mo-Sa 08:00-21:00,,supermarket,,ALDI Süd,"[311326883, 311326885, 1894722131, 1894722133, 311326886, 311326888, 311326890, 311326892, 1894722142, 1894722138, 6501076790, 311326883]",Q41171672,en:Aldi,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28414603,,"POLYGON ((8.6877791 50.1597423, 8.6878558 50.1597784, 8.6878694 50.1597665, 8.6879671 50.1598125, 8.688014 50.1597713, 8.6882965 50.1599042, 8.688529 50.1597003, 8.688072 50.1594853, 8.6877791 50.1597423))",,,,,Frankfurt am Main,,204,60435,Am Dachsberg,,,,,,,,,,"[312123840, 1894722113, 1894722107, 1894722115, 1894722109, 312123841, 312123843, 312123844, 312123840]",,,retail,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28425784,,"POLYGON ((8.6780103 50.1129979, 8.6779972 50.112941, 8.6779991 50.1129398, 8.6779916 50.1129331, 8.6779822 50.1129265, 8.6779704 50.1129191, 8.6779568 50.1129121, 8.6779522 50.1129145, 8.6775852 50.1127029, 8.6775669 50.1126926, 8.6774263 50.1127927, 8.6774625 50.1128138, 8.6775584 50.1128704, 8.6774799 50.112925, 8.6775973 50.1129929, 8.6776753 50.1129394, 8.6778018 50.113014, 8.6778066 50.113028, 8.6780103 50.1129979))",,,,,Frankfurt am Main,DE,10,60311,Roßmarkt,,,,,,,,,,"[312298855, 1852995519, 9834257920, 9834257918, 160309268, 9834257919, 1852995516, 1852995517, 1144707990, 312298866, 312298865, 1852995508, 9834257913, 9834257911, 9834257910, 9834257912, 9834257914, 312298867, 312298855]",,,retail,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28425789,,"POLYGON ((8.6772117 50.1128931, 8.6772093 50.112863, 8.6769424 50.1128741, 8.6769747 50.1131868, 8.6770089 50.1133112, 8.6769948 50.1133127, 8.6770448 50.1135023, 8.6773806 50.1134342, 8.6773396 50.1133084, 8.677311 50.1132271, 8.6772787 50.1132325, 8.6772513 50.1131269, 8.6772476 50.1131275, 8.6772204 50.1129861, 8.6772117 50.1128931))",,,,,,,4,60311,Goetheplatz,,,,,,,,,,"[1852995512, 1852995513, 9834257930, 9834257928, 9834257926, 9834257927, 9834257931, 312298862, 312298879, 2546693982, 2546693984, 9834257925, 9834257924, 2546693972, 1852995512]",,,retail,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28426317,,"POLYGON ((8.6811596 50.1134636, 8.6811684 50.1134536, 8.6810281 50.1134038, 8.6808249 50.1133329, 8.6807304 50.1134539, 8.6804833 50.1137676, 8.6804458 50.1138133, 8.6808808 50.1139328, 8.68091 50.1138853, 8.6810496 50.1135577, 8.6810714 50.1135653, 8.6811596 50.1134636))",,,,,Frankfurt am Main,DE,121,60313,Zeil,,,,,,,,,,"[1854626947, 2547248768, 2559986918, 312303710, 2559986938, 1854627351, 312303713, 312303718, 312303721, 9834576780, 9834576781, 1854626947]",,,retail,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28426378,,"POLYGON ((8.6801977 50.1140674, 8.6801646 50.1140657, 8.6801192 50.1140658, 8.6800211 50.1140681, 8.6799586 50.1140706, 8.679898 50.1140752, 8.679737 50.1140899, 8.6796297 50.1141003, 8.6796006 50.1141059, 8.6795896 50.1141102, 8.6795795 50.1141153, 8.67957 50.1141216, 8.6795603 50.11413, 8.6795541 50.1141391, 8.6795506 50.1141474, 8.6795495 50.1141639, 8.6795565 50.1143185, 8.6795771 50.1148612, 8.6795812 50.114869, 8.6795855 50.1148719, 8.6795944 50.1148769, 8.6796019 50.1148795, 8.6796155 50.1148806, 8.6797822 50.1148747, 8.6797818 50.114827, 8.6800514 50.1148182, 8.6800684 50.1148174, 8.6800825 50.114815, 8.6800937 50.1148125, 8.6801048 50.1148084, 8.6801192 50.1148024, 8.6801288 50.114796, 8.6801383 50.1147876, 8.6801433 50.11478, 8.6801482 50.1147681, 8.6801497 50.1147604, 8.6801511 50.1147528, 8.6801519 50.1147307, 8.6801522 50.114724, 8.6801492 50.1147239, 8.6801496 50.1147194, 8.6801478 50.1147193, 8.6801462 50.1146743, 8.6801971 50.1146742, 8.6801968 50.1146665, 8.68019 50.1146666, 8.6801892 50.1146327, 8.6801862 50.1146327, 8.6801852 50.1146015, 8.6801851 50.1145849, 8.6801809 50.114585, 8.6801761 50.1144554, 8.6802656 50.1144433, 8.6802339 50.1143326, 8.680248 50.1142789, 8.6803012 50.1141288, 8.6803059 50.1141147, 8.6803109 50.1141031, 8.680314 50.1140935, 8.6803095 50.1140844, 8.6803019 50.1140791, 8.6802892 50.1140744, 8.6802727 50.1140725, 8.6801977 50.1140674))",yes,,,,Frankfurt am Main,DE,116-126,60313,Zeil,,,,Galeria,Mo-Sa 09:30-20:00,,department_store,,Galeria Karstadt Kaufhof,"[34211192, 9836838304, 1853077531, 1853077535, 9836838303, 1853077537, 1853077542, 312304115, 807947662, 9836838302, 312304120, 9836838299, 9836838300, 9836838301, 807947605, 312304123, 3870637163, 807947600, 1853077612, 9836838297, 312304125, 9836838298, 807947641, 1853077614, 1853077601, 1853077597, 9836838293, 9836838292, 1853077595, 9836838294, 9836838295, 9836838296, 1853077593, 1853077591, 9836838259, 9836838258, 312304127, 9836838257, 1853077581, 9836838291, 9836838290, 1853077579, 1853077570, 1853077572, 1853077562, 9836838287, 9836838288, 363839420, 6156498435, 9836838285, 9836838286, 807947556, 363839457, 9836838289, 807947611, 807947590, 807947608, 807947636, 9836838307, 807947596, 9836838306, 9836838305, 807947602, 34211192]",Q80220059,de:Galeria Karstadt Kaufhof,retail,,,yes,,5,1,,,,+49 69 21910,https://www.galeria.de/filialen/l/frankfurt-am-main/zeil-116-126/001318,Galeria Kaufhof,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28494441,,"POLYGON ((8.6831697 50.1327468, 8.6831853 50.1330309, 8.6836969 50.1330194, 8.6836797 50.1327048, 8.6834828 50.1327092, 8.6834845 50.1327398, 8.6831697 50.1327468))",yes,,,,Frankfurt am Main,DE,183,60320,Eckenheimer Landstraße,,,,REWE,Mo-Sa 07:00-22:00,,supermarket,,REWE,"[2080658882, 313035793, 313035795, 2080658879, 2080658880, 2080658881, 2080658882]",Q16968817,de:Rewe (Markt),retail,,,,,1,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28601989,fast_food,"POLYGON ((8.6967525 50.1377017, 8.6967979 50.1378011, 8.6969556 50.1377715, 8.6969572 50.1377751, 8.696968 50.1377731, 8.6969695 50.1377765, 8.6969911 50.1377789, 8.6970092 50.137769, 8.6970074 50.1377652, 8.6970517 50.1377569, 8.6970493 50.1377517, 8.6970668 50.1377485, 8.6970686 50.1377526, 8.6971016 50.1377464, 8.6970992 50.1377412, 8.6971168 50.1377379, 8.6971117 50.1377265, 8.6971339 50.1377223, 8.6971606 50.1376928, 8.6971462 50.1376596, 8.6970992 50.1376464, 8.6970781 50.1376504, 8.697073 50.1376393, 8.6970568 50.1376424, 8.6970548 50.137638, 8.6970203 50.1376445, 8.6970221 50.1376486, 8.697003 50.1376521, 8.6970012 50.1376482, 8.6969665 50.1376547, 8.6969674 50.1376565, 8.6969603 50.1376578, 8.6969587 50.1376541, 8.6969286 50.1376446, 8.6969137 50.1376626, 8.696915 50.1376654, 8.696906 50.1376671, 8.6969011 50.1376566, 8.6968571 50.1376649, 8.696859 50.1376691, 8.6968055 50.1376791, 8.6968034 50.1376743, 8.6967585 50.1376828, 8.696766 50.1376991, 8.6967525 50.1377017))",limited,,,,Frankfurt am Main,DE,291,60389,Friedberger Landstraße,,,,McDonald's,Mo-Su 07:00-24:00,,,,McDonald's,"[314241535, 314241538, 10263329841, 10263329831, 10263329830, 10263329829, 10263329807, 10263329828, 10263329832, 10263329833, 10263329838, 10263329837, 10263329835, 10263329834, 10263329836, 10263329839, 10263329840, 314241540, 10263329805, 10263329804, 1038280233, 1038280488, 314241542, 10263329817, 10263329815, 10263329816, 10263329818, 10263329826, 10263329825, 10263329824, 10263329823, 10263329821, 10263329820, 10263329806, 10263329819, 10263329822, 10263329827, 10263329812, 10263329813, 10263329814, 10263329810, 10263329808, 10263329809, 10263329811, 314241535]",Q38076,en:McDonald's,retail,,,,,1,0,,burger,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28633166,,"POLYGON ((8.6621244 50.1406891, 8.6618958 50.1408057, 8.6619483 50.140848, 8.6618677 50.1408891, 8.6620901 50.1410681, 8.6620054 50.1411113, 8.6622622 50.141318, 8.662608 50.1411416, 8.6623506 50.1409344, 8.6623987 50.1409099, 8.6621244 50.1406891))",yes,,,,Frankfurt am Main,DE,101,60320,Raimundstraße,,,,Aldi Süd,Mo-Sa 08:00-21:00,,supermarket,,,"[314732377, 3172557999, 3172558000, 314732379, 314732380, 314732381, 314732382, 314732378, 3172558004, 3172558002, 314732377]",,,retail,,,,,1,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28673449,,"POLYGON ((8.6547107 50.1386767, 8.6543992 50.1386522, 8.6543696 50.1388066, 8.6542984 50.138801, 8.6542835 50.1388787, 8.6543566 50.1388845, 8.6542877 50.139244, 8.6545976 50.1392684, 8.6546033 50.1392391, 8.6546991 50.1392467, 8.6547172 50.1391525, 8.6546209 50.1391449, 8.6547107 50.1386767))",,,,,Frankfurt am Main,,99,60431,Platenstraße,,,,,,,,,,"[315104883, 315104885, 315104891, 315104892, 315104893, 315104890, 315104886, 315104884, 315104888, 315104894, 315104895, 315104889, 315104883]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28673947,,"POLYGON ((8.6561163 50.1426463, 8.6559149 50.142734, 8.6559751 50.1427909, 8.6561766 50.1427032, 8.6561163 50.1426463))",,,,,Frankfurt am Main,,28,60431,Raimundstraße,,,,,,,,,,"[1406248893, 315109201, 315109204, 1406248905, 1406248893]",,,retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28758094,,"POLYGON ((8.6506305 50.1447356, 8.6502075 50.1447128, 8.6501518 50.1451378, 8.6505748 50.1451606, 8.6506305 50.1447356))",,,,,,,,,,,,,,,,,,,"[316183790, 316183791, 316183792, 316183793, 316183790]",,,retail,,,,,1,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28784762,,"POLYGON ((8.6464124 50.1388929, 8.6462605 50.1389221, 8.6462267 50.1389286, 8.6461605 50.1387869, 8.6463463 50.1387513, 8.6464124 50.1388929))",,,,,Frankfurt am Main,,127,60431,Ginnheimer Landstraße,,,,,,,,,,"[1329773442, 316504038, 316504031, 316504035, 316504028, 1329773442]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28785814,,"POLYGON ((8.647209 50.1400141, 8.6473028 50.1400002, 8.6473453 50.1399939, 8.6474096 50.1401716, 8.6472733 50.1401918, 8.647209 50.1400141))",,,,,Frankfurt am Main,,150,60431,Ginnheimer Landstraße,,,,,,,,,,"[3183086952, 3183086951, 316516573, 316516574, 317758292, 3183086952]",,,retail,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28802396,restaurant,"POLYGON ((8.6530317 50.1377685, 8.6530282 50.137791, 8.6530192 50.1378479, 8.6531682 50.1378576, 8.6531808 50.1377782, 8.6530317 50.1377685))",,,,,Frankfurt am Main,,129,60431,Ginnheimer Stadtweg,,,,Grillhaus Kastanien,,+496997764532,,http://grillhaus-kastanien-frankfurt.aaden.online/,,"[316678183, 3183086482, 316678185, 316678186, 316678184, 316678183]",,,retail,,,,,2,1,,chinese,gabled,,,Ginnheimer schöne Aussicht,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28831592,,"POLYGON ((8.6843065 50.1416785, 8.6843364 50.1416106, 8.6841076 50.1415692, 8.6840777 50.1416371, 8.6843065 50.1416785))",,,,,,,244,,Eckenheimer Landstraße,,,,,,,,,,"[316976156, 316976158, 316976159, 316976157, 316976156]",,,retail,,,,,1,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28831593,,"POLYGON ((8.6844994 50.1417896, 8.6843731 50.1417661, 8.6843144 50.1418955, 8.6844407 50.1419191, 8.6844994 50.1417896))",,,,,,,,,,,,,,,,,,,"[316976160, 316976162, 316976163, 316976161, 316976160]",,,retail,,,,,1,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836437,,"POLYGON ((8.6681646 50.1452024, 8.6683383 50.1452292, 8.6683545 50.1451844, 8.6683293 50.1451807, 8.6683392 50.1451535, 8.6683659 50.1451448, 8.6684054 50.1451947, 8.6684688 50.1451742, 8.6684294 50.1451243, 8.6684689 50.1451114, 8.6685177 50.1451191, 8.6685116 50.1451359, 8.6685873 50.1451479, 8.6686264 50.1450398, 8.6683323 50.1449893, 8.6683148 50.1450299, 8.6682447 50.1450191, 8.6681646 50.1452024))",yes,,,"Pishanidar, Babak",Frankfurt am Main,,2,60320,Walter-Leiske-Straße,,,,Nahkauf,Mo-Sa 07:00-22:00,+49 69 9529690,supermarket,https://www.nahkauf.de/,Nahkauf,"[317019093, 317019096, 5226947075, 5226947076, 317019098, 5226947074, 5226947072, 5226947071, 5226947073, 317019112, 5226947078, 5226947077, 317019114, 317019116, 317019118, 317019119, 317019124, 317019093]",Q57515238,,retail,,,,,4,1,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28875077,,"POLYGON ((8.6716531 50.1527434, 8.6716559 50.152805, 8.6718549 50.1528012, 8.6718521 50.1527395, 8.6716531 50.1527434))",,,,,,,,,,,,,,,,,,,"[317414163, 317414166, 317414167, 317414164, 317414163]",,,retail,,,,,1,0,,,flat,,,,,,,,Mietertreff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28911232,,"POLYGON ((8.6616944 50.1468639, 8.6616422 50.1469892, 8.6614581 50.1469577, 8.6615104 50.1468325, 8.6616944 50.1468639))",,,,,Frankfurt am Main,,177,60431,Hügelstraße,,,,,,,,,,"[317790777, 317790779, 317790780, 317790778, 317790777]",,,retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29037748,,"POLYGON ((8.6622639 50.1588309, 8.6621024 50.15876, 8.6622342 50.1586368, 8.6622757 50.1586544, 8.6623406 50.1586842, 8.6623957 50.1587077, 8.6622639 50.1588309))",,,,,Frankfurt am Main,DE,97,60433,Anne-Frank-Straße,,,,,,,,,,"[319347323, 319347327, 319347328, 319347332, 319347330, 319347325, 319347323]",,,retail,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29039752,,"POLYGON ((8.659011 50.1551826, 8.6589177 50.1551387, 8.6588765 50.1551426, 8.6587846 50.1552299, 8.6589072 50.1552807, 8.659011 50.1551826))",,,,,Frankfurt am Main,DE,522,60433,Eschersheimer Landstraße,,,,,,,,,,"[319397508, 319397512, 3823125942, 319397503, 319397506, 319397508]",,,retail,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29052375,,"POLYGON ((8.6592622 50.1542063, 8.6593772 50.1542608, 8.6592928 50.154334, 8.6591778 50.1542795, 8.6592622 50.1542063))",,,,,Frankfurt am Main,DE,563,60431,Eschersheimer Landstraße,,,,,,,,,,"[319551549, 319551552, 319551553, 319551550, 319551549]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29053278,,"POLYGON ((8.656608 50.1563367, 8.6564204 50.1564046, 8.6563016 50.1562701, 8.6563983 50.156235, 8.6564301 50.1562711, 8.656521 50.1562381, 8.656608 50.1563367))",,,,,Frankfurt am Main,DE,20,60431,Altheimstraße,,,,,,,,,,"[330911378, 319561662, 319561667, 319561668, 319561665, 3192005201, 330911378]",,,retail,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29073130,,"POLYGON ((8.6461127 50.1304914, 8.6459904 50.1304887, 8.6459824 50.1306401, 8.6461047 50.1306427, 8.6461127 50.1304914))",,,,,Frankfurt am Main,DE,43,60487,Franz-Rücker-Allee,,,,,,,,,,"[319798673, 319798675, 319798676, 319798674, 319798673]",,,retail,,,,,1,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
