element_type,osmid,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,wheelchair,addr:country,amenity,nodes,building,building:levels,roof:shape,roof:levels,old_name,wikipedia,source,building:colour,height,roof:colour,roof:height,note,building:material,roof:material,fixme,roof:orientation,description,email,name,operator,operator:type,phone,social_facility,social_facility:for,website,roof:direction,addr:housename,building:levels:underground,building:min_level,check_date
way,28674073,"POLYGON ((8.6527304 50.1406563, 8.652772 50.1408533, 8.6530876 50.140826, 8.653046 50.1406289, 8.6527304 50.1406563))",Frankfurt am Main,47,60431,Schönbornstraße,yes,,,"[315110090, 315110092, 315110093, 315110091, 315110090]",residential,14,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29053535,"POLYGON ((8.6528923 50.1576834, 8.6529565 50.1577596, 8.6528459 50.1577978, 8.652819 50.1577658, 8.6527959 50.1577738, 8.6527586 50.1577295, 8.6528923 50.1576834))",Frankfurt am Main,4,60431,Am Brückengarten,,DE,,"[319564962, 319564964, 319564965, 335999194, 3197364986, 319564963, 319564962]",residential,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29053537,"POLYGON ((8.6525798 50.1580341, 8.65264 50.1581039, 8.6527651 50.1580597, 8.652705 50.1579899, 8.6525798 50.1580341))",Frankfurt am Main,1,60431,Am Brückengarten,,DE,,"[319564970, 319564972, 319564973, 319564971, 319564970]",residential,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29053538,"POLYGON ((8.6528356 50.1579466, 8.6528823 50.1580056, 8.6529864 50.1579717, 8.6529397 50.1579128, 8.6528356 50.1579466))",Frankfurt am Main,3,60431,Am Brückengarten,,DE,,"[319564974, 319564976, 319564977, 319564975, 319564974]",residential,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29053539,"POLYGON ((8.6530437 50.1578733, 8.653112 50.1579506, 8.6532568 50.157898, 8.6531886 50.1578208, 8.6530437 50.1578733))",Frankfurt am Main,5,60431,Am Brückengarten,,DE,,"[319564978, 319564980, 319564981, 319564979, 319564978]",residential,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29053541,"POLYGON ((8.6532831 50.1577903, 8.6533522 50.157869, 8.6534611 50.1578297, 8.653392 50.157751, 8.6532831 50.1577903))",Frankfurt am Main,7,60431,Am Brückengarten,,DE,,"[319564982, 319564984, 319564985, 319564983, 319564982]",residential,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29053997,"POLYGON ((8.6524988 50.158426, 8.6523791 50.158446, 8.6523732 50.1584315, 8.6523424 50.1584367, 8.6523267 50.1583982, 8.6523575 50.158393, 8.6523478 50.1583691, 8.6524675 50.158349, 8.6524988 50.158426))",Frankfurt am Main,2,60431,Niedwiesenstraße,,DE,,"[319570164, 319570171, 3197365020, 3197365021, 3197365018, 3197365017, 319570172, 319570165, 319570164]",residential,2,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29054000,"POLYGON ((8.652237 50.1578934, 8.6522765 50.1579793, 8.6521134 50.1580101, 8.652083 50.157944, 8.6520739 50.1579243, 8.652237 50.1578934))",Frankfurt am Main,8,60431,Niedwiesenstraße,,DE,,"[319570186, 319570188, 319570189, 319570193, 319570187, 319570186]",residential,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29073133,"POLYGON ((8.6459733 50.129579, 8.6459838 50.1294826, 8.6462798 50.1294958, 8.6462693 50.1295922, 8.6459733 50.129579))",Frankfurt am Main,33,60487,Franz-Rücker-Allee,,DE,,"[319798685, 319798688, 319798690, 319798686, 319798685]",residential,3,hipped,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29098492,"POLYGON ((8.6547222 50.1268046, 8.6545391 50.1268552, 8.6546267 50.1269854, 8.6545192 50.1270151, 8.6545289 50.1270296, 8.6545079 50.1270354, 8.6545431 50.1270877, 8.6547178 50.1270394, 8.6547057 50.1270213, 8.6548425 50.1269834, 8.6547222 50.1268046))",Frankfurt am Main,4,60487,Ditmarstraße,,DE,,"[320071440, 320071442, 320071443, 2268452807, 2268452809, 320071445, 320071446, 2268452810, 2268452808, 320071441, 320071440]",residential,,,,Villa Hauck,de:Bauwerke in Bockenheim#Villa Hauck,,,,,,,,,,,,,,,,,,,,,,,,
way,29280535,"POLYGON ((8.6816406 50.1417651, 8.6817108 50.1417814, 8.6817272 50.1417522, 8.681657 50.141736, 8.6816406 50.1417651))",,252,,Marbachweg,,,,"[321995907, 321995908, 321995909, 321995910, 321995907]",residential,1,flat,0,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29407690,"POLYGON ((8.649728 50.1286933, 8.649839 50.1287256, 8.6497516 50.128849, 8.6496192 50.1288105, 8.6496511 50.1287655, 8.6496724 50.1287717, 8.649728 50.1286933))",Frankfurt am Main,2,60487,Broßstraße,,DE,,"[323995349, 323995354, 323995357, 323995352, 2464128573, 2464128575, 323995349]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29407979,"POLYGON ((8.650032 50.1292138, 8.6499018 50.1293837, 8.6498058 50.1293535, 8.6498233 50.1293307, 8.6497047 50.1292933, 8.6498175 50.1291463, 8.650032 50.1292138))",Frankfurt am Main,9,60487,Broßstraße,,DE,,"[324003445, 324003452, 2464128656, 2464128649, 324003458, 324003448, 324003445]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29431135,"POLYGON ((8.6485986 50.1284073, 8.6486172 50.1285395, 8.648969 50.1285192, 8.6489635 50.1284798, 8.6489504 50.1283869, 8.6488589 50.1283922, 8.6486778 50.1284027, 8.6485986 50.1284073))",Frankfurt am Main,60,60487,Zeppelinallee,,DE,,"[324365812, 324365814, 324365815, 2464128538, 324365813, 2464128510, 2464128515, 324365812]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29431524,"POLYGON ((8.6523547 50.1260899, 8.6524636 50.1261699, 8.6526348 50.1260741, 8.6525259 50.1259941, 8.6523547 50.1260899))",Frankfurt am Main,2,60487,Am Leonhardsbrunn,,DE,,"[324370499, 324370503, 324370504, 324370501, 324370499]",residential,2,hipped,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29431525,"POLYGON ((8.6528444 50.1259185, 8.6527823 50.1259522, 8.652669 50.1260138, 8.652491 50.1258791, 8.6526663 50.1257838, 8.6528444 50.1259185))",Frankfurt am Main,36,60487,Zeppelinallee,,DE,,"[324370506, 2268452765, 324370510, 324370512, 324370508, 324370506]",residential,2,hipped,2,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29431527,"POLYGON ((8.6528243 50.126267, 8.6526508 50.1263464, 8.6525173 50.1262265, 8.6526908 50.1261471, 8.6528243 50.126267))",Frankfurt am Main,4,60487,Am Leonhardsbrunn,,DE,,"[324370513, 324370517, 324370518, 324370515, 324370513]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29431531,"POLYGON ((8.6538711 50.1262104, 8.6536896 50.1261382, 8.6535942 50.1262366, 8.6537823 50.1263115, 8.6538711 50.1262104))",Frankfurt am Main,7,60487,Miquelallee,,DE,,"[324370549, 324370545, 324370547, 324370551, 324370549]",residential,2,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29431532,"POLYGON ((8.654163 50.1263021, 8.654066 50.1264158, 8.6542311 50.1264737, 8.6543281 50.12636, 8.654163 50.1263021))",Frankfurt am Main,11,60487,Miquelallee,,DE,,"[324370561, 324370571, 324370577, 324370566, 324370561]",residential,2,mansard,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29431533,"POLYGON ((8.6541833 50.126511, 8.6542616 50.1266268, 8.6540747 50.1266788, 8.6539964 50.1265629, 8.6541833 50.126511))",Frankfurt am Main,3,60487,Ditmarstraße,,DE,,"[324370582, 324370588, 324370590, 324370587, 324370582]",residential,2,quadruple_saltbox,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29431534,"POLYGON ((8.6543137 50.1264994, 8.6542639 50.1265111, 8.654319 50.1266071, 8.6544792 50.1265638, 8.6545793 50.126458, 8.6544138 50.1263937, 8.6543137 50.1264994))",Frankfurt am Main,1,60487,Ditmarstraße,,DE,,"[324370596, 324370601, 324370599, 324370598, 324370594, 324370592, 324370596]",residential,2,mansard,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29431535,"POLYGON ((8.6536215 50.1266125, 8.6534549 50.1266545, 8.6535427 50.1267977, 8.6537076 50.1267561, 8.6537003 50.1267442, 8.6537918 50.1267212, 8.6537447 50.1266444, 8.6536549 50.126667, 8.6536215 50.1266125))",Frankfurt am Main,5,60487,Ditmarstraße,,DE,,"[324370603, 324370606, 324370608, 324370604, 324370610, 324370613, 324370615, 324370611, 324370603]",residential,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29432130,"POLYGON ((8.6427464 50.1291636, 8.6428268 50.1292133, 8.642927 50.1291466, 8.642864 50.1291076, 8.6428466 50.1290969, 8.6427464 50.1291636))",Frankfurt am Main,21,60487,Ginnheimer Landstraße,,DE,,"[324375044, 324375045, 324375039, 324375043, 2465765310, 324375044]",residential,2,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29432135,"POLYGON ((8.6434971 50.1292231, 8.6436024 50.1291587, 8.64369 50.1292175, 8.6435847 50.1292819, 8.6434971 50.1292231))",Frankfurt am Main,30,60487,Ginnheimer Landstraße,,DE,,"[324375068, 324375070, 324375071, 324375069, 324375068]",residential,2,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29432136,"POLYGON ((8.6438804 50.1294048, 8.643809 50.1294452, 8.6438852 50.1295006, 8.6440041 50.1294335, 8.6439278 50.129378, 8.6438804 50.1294048))",Frankfurt am Main,115,60487,Zeppelinallee,,DE,,"[324375079, 324375080, 324375072, 324375073, 324375074, 324375079]",residential,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29432138,"POLYGON ((8.6440586 50.1292704, 8.6441586 50.1293434, 8.6442745 50.1292782, 8.6441745 50.1292052, 8.6440586 50.1292704))",Frankfurt am Main,111,60487,Zeppelinallee,,DE,,"[324375085, 324375087, 324375089, 324375086, 324375085]",residential,2,gabled,2,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29432139,"POLYGON ((8.6436067 50.1284857, 8.6434979 50.1285521, 8.6436181 50.1286331, 8.643727 50.1285667, 8.6436067 50.1284857))",Frankfurt am Main,88,60487,Georg-Speyer-Straße,,DE,,"[324375092, 3301024811, 3301024812, 324375095, 324375092]",residential,3,hipped,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29432143,"POLYGON ((8.6450754 50.1288583, 8.6449377 50.1289337, 8.6447965 50.1288277, 8.6449342 50.1287523, 8.6450754 50.1288583))",Frankfurt am Main,105,60487,Zeppelinallee,,DE,,"[324375157, 324375163, 324375165, 324375161, 324375157]",residential,2,hipped,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29432145,"POLYGON ((8.6443468 50.1280959, 8.6443408 50.1281858, 8.6444904 50.1281899, 8.6444964 50.1281, 8.6443468 50.1280959))",Frankfurt am Main,11,60487,Hedwig-Dransfeld-Straße,,DE,,"[324375183, 324375188, 324375189, 324375184, 324375183]",residential,3,hipped,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29432146,"POLYGON ((8.6445762 50.128103, 8.6445604 50.1282151, 8.6447389 50.1282254, 8.6447547 50.1281134, 8.6445762 50.128103))",Frankfurt am Main,13,60487,Hedwig-Dransfeld-Straße,,DE,,"[324375191, 324375194, 324375196, 324375192, 324375191]",residential,3,hipped,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29432147,"POLYGON ((8.6448705 50.1281178, 8.6448302 50.1282252, 8.6448536 50.1282288, 8.6448482 50.1282433, 8.6449041 50.1282519, 8.6449095 50.1282374, 8.6450016 50.1282516, 8.6449966 50.1282649, 8.6450554 50.128274, 8.6450604 50.1282607, 8.6450799 50.1282637, 8.6451202 50.1281564, 8.6448705 50.1281178))",Frankfurt am Main,15,60487,Hedwig-Dransfeld-Straße,,DE,,"[324375199, 324375202, 2465765206, 2465765209, 2465765211, 2465765207, 2465765210, 2465765213, 2465765214, 2465765212, 324375204, 324375201, 324375199]",residential,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29432322,"POLYGON ((8.6469044 50.1272117, 8.6468889 50.1272977, 8.6470514 50.1273097, 8.6470581 50.1272724, 8.6470858 50.1272744, 8.6470945 50.1272258, 8.6469044 50.1272117))",Frankfurt am Main,28,60487,Franz-Rücker-Allee,,DE,,"[324376589, 324376604, 324376610, 2481529567, 2481529568, 324376590, 324376589]",residential,3,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29432323,"POLYGON ((8.646933 50.1270054, 8.6469269 50.1270403, 8.6469468 50.1270418, 8.6469402 50.127079, 8.6470761 50.1270888, 8.6470888 50.1270167, 8.646933 50.1270054))",Frankfurt am Main,24,60487,Franz-Rücker-Allee,,DE,,"[324376617, 3301024798, 3301024799, 3301024800, 3301024801, 324376633, 324376617]",residential,3,hipped,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29432555,"POLYGON ((8.6429493 50.1275933, 8.64284 50.1276666, 8.6430147 50.1277738, 8.6431241 50.1277005, 8.6429493 50.1275933))",Frankfurt am Main,1,60487,Hedwig-Dransfeld-Straße,,DE,,"[324379267, 324379270, 324379272, 324379269, 324379267]",residential,2,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29494374,"POLYGON ((8.6443809 50.1275702, 8.6444798 50.1276421, 8.6446216 50.1275619, 8.6445227 50.1274901, 8.6443809 50.1275702))",Frankfurt am Main,73,60487,Georg-Speyer-Straße,,DE,,"[325119219, 325119222, 325119223, 325119220, 325119219]",residential,2,mansard,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29494382,"POLYGON ((8.6453068 50.1270025, 8.6453161 50.1270092, 8.6454144 50.12708, 8.6453211 50.1271332, 8.6452763 50.1271009, 8.6452685 50.1271053, 8.6452057 50.1270601, 8.6453068 50.1270025))",Frankfurt am Main,63,60487,Georg-Speyer-Straße,,DE,,"[325119259, 2469057181, 325119261, 325119262, 367984760, 2469057188, 325119260, 325119259]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29494383,"POLYGON ((8.6456919 50.126931, 8.6455948 50.1269853, 8.6454872 50.1269062, 8.6455843 50.1268519, 8.6456919 50.126931))",Frankfurt am Main,59,60487,Georg-Speyer-Straße,,DE,,"[325119263, 325119265, 325119266, 325119264, 325119263]",residential,3,hipped,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29494385,"POLYGON ((8.6455519 50.126583, 8.6454766 50.1266887, 8.6456425 50.1267373, 8.6457178 50.1266316, 8.6455519 50.126583))",Frankfurt am Main,7,60487,Bernusstraße,,DE,,"[325119273, 325119274, 325119275, 325119272, 325119273]",residential,2,hipped,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29495419,"POLYGON ((8.6474194 50.1257724, 8.6475181 50.1258386, 8.6476769 50.1257413, 8.6475782 50.1256751, 8.6474194 50.1257724))",Frankfurt am Main,49,60487,Georg-Speyer-Straße,,,,"[325130924, 325130926, 325130927, 325130925, 325130924]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29495425,"POLYGON ((8.6494697 50.1247009, 8.6493724 50.1247564, 8.6492513 50.1246692, 8.6493485 50.1246137, 8.6494697 50.1247009))",Frankfurt am Main,31,60487,Georg-Speyer-Straße,,DE,,"[325130953, 325130955, 325130956, 325130954, 325130953]",residential,2,hipped,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29495448,"POLYGON ((8.6493056 50.1263383, 8.64918 50.126413, 8.6490472 50.1263211, 8.6490876 50.1262971, 8.6490773 50.12629, 8.6491192 50.1262651, 8.6491298 50.1262725, 8.6491732 50.1262468, 8.6493056 50.1263383))",Frankfurt am Main,7a,60487,Hans-Sachs-Straße,,DE,,"[325131474, 325131480, 325131483, 2514208505, 2514208504, 2514208502, 2514208503, 325131475, 325131474]",residential,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29495449,"POLYGON ((8.6492888 50.126176, 8.649193 50.1262329, 8.6493254 50.1263245, 8.6494212 50.1262676, 8.6492888 50.126176))",Frankfurt am Main,7,60487,Hans-Sachs-Straße,,DE,,"[325131488, 325131498, 325131503, 325131493, 325131488]",residential,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29495829,"POLYGON ((8.6493811 50.1250802, 8.6494879 50.1251554, 8.6497149 50.1250229, 8.6496081 50.1249477, 8.6493811 50.1250802))",Frankfurt am Main,28-30,60487,Georg-Speyer-Straße,,DE,,"[325135942, 325135945, 325135946, 325135943, 325135942]",residential,2,hipped,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29495831,"POLYGON ((8.649059 50.1255087, 8.6489264 50.1255949, 8.6490703 50.1256859, 8.6492029 50.1255997, 8.649059 50.1255087))",Frankfurt am Main,4,60487,Hans-Sachs-Straße,,DE,,"[325135954, 325135957, 325135959, 325135956, 325135954]",residential,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29495838,"POLYGON ((8.6500728 50.1259087, 8.6500291 50.1259451, 8.6500546 50.1259577, 8.6500009 50.1260023, 8.6501442 50.126073, 8.6501575 50.1260619, 8.6501751 50.1260706, 8.6502591 50.1260007, 8.6500728 50.1259087))",Frankfurt am Main,71,60487,Zeppelinallee,,DE,,"[325135993, 2514208466, 2514208469, 325135996, 2514208489, 2514208486, 325135997, 325135994, 325135993]",residential,3,mansard,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29495839,"POLYGON ((8.6498694 50.1260228, 8.6497482 50.1260991, 8.6497515 50.1261228, 8.649935 50.1262425, 8.6499718 50.1262418, 8.6500906 50.126167, 8.6500948 50.1261413, 8.6499146 50.1260236, 8.6498694 50.1260228))",Frankfurt am Main,73,60487,Zeppelinallee,,DE,,"[325136000, 2514208493, 325136004, 2514208501, 325136006, 325136001, 2514208499, 2514208484, 325136000]",residential,4,quadruple_saltbox,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29495840,"POLYGON ((8.6492729 50.1256282, 8.6491152 50.1257251, 8.6492235 50.1257976, 8.6493319 50.125731, 8.6492713 50.1256905, 8.6493206 50.1256602, 8.6492729 50.1256282))",Frankfurt am Main,6,60487,Hans-Sachs-Straße,,DE,,"[325136008, 325136010, 325136012, 325136009, 367989932, 2514208437, 325136008]",residential,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29594867,"POLYGON ((8.6391884 50.1262099, 8.6392848 50.1261542, 8.6391663 50.1260698, 8.6390699 50.1261255, 8.6391884 50.1262099))",Frankfurt am Main,7,60487,Ginnheimer Straße,,DE,,"[326033327, 326033336, 326033340, 326033332, 326033327]",residential,1,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29728435,"POLYGON ((8.6394306 50.1248795, 8.6395127 50.1248311, 8.6393864 50.1247431, 8.6393044 50.1247915, 8.6394306 50.1248795))",Frankfurt am Main,22,60487,Grempstraße,,DE,,"[327483188, 327483196, 327483201, 327483191, 327483188]",residential,2,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33889703,"POLYGON ((8.6935055 50.1042372, 8.6936637 50.1042485, 8.6936462 50.1043448, 8.6934895 50.104335, 8.6935055 50.1042372))",Frankfurt am Main,16,60594,Willemerstraße,,DE,,"[1438388106, 1438388107, 1438388111, 1438388108, 1438388106]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33889704,"POLYGON ((8.6923254 50.1023503, 8.692253 50.1023318, 8.6922508 50.1023352, 8.6922044 50.1023234, 8.6922073 50.102319, 8.6921196 50.1022967, 8.6921749 50.1022082, 8.6923833 50.1022617, 8.6923254 50.1023503))",Frankfurt am Main,15,60594,Mühlbruchstraße,,DE,,"[498548168, 9854571545, 9854571543, 9854571544, 9854571546, 388293606, 388293609, 498548169, 498548168]",residential,4,hipped,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33889705,"POLYGON ((8.6922398 50.1025858, 8.6922648 50.1025486, 8.6922578 50.1025465, 8.6922772 50.1025169, 8.6922843 50.1025188, 8.692308 50.1024828, 8.6924521 50.1025222, 8.6924574 50.1025236, 8.6923886 50.102627, 8.6923854 50.1026261, 8.6922398 50.1025858))",Frankfurt am Main,6,60594,Dammstraße,,DE,,"[456505141, 9854571564, 9854571563, 9854571562, 9854571565, 456505143, 456505144, 9854571567, 9854571566, 456505142, 456505141]",residential,5,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33889707,"POLYGON ((8.6915082 50.1025115, 8.6916634 50.1025563, 8.6916052 50.1026394, 8.6914501 50.1025947, 8.6914756 50.1025582, 8.6914715 50.102557, 8.6914909 50.1025294, 8.6914948 50.1025306, 8.6915082 50.1025115))",Frankfurt am Main,8,60594,Heisterstraße,,DE,,"[388293641, 388293644, 505360401, 388293640, 9854571539, 9854571536, 9854571537, 9854571538, 388293641]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33889711,"POLYGON ((8.6949703 50.1030754, 8.695055 50.1029558, 8.6947845 50.1028834, 8.694731 50.1029695, 8.6947173 50.1029885, 8.6947647 50.1030012, 8.6947535 50.103019, 8.6949703 50.1030754))",Frankfurt am Main,26,60594,Siemensstraße,,DE,,"[388293684, 388293689, 388293692, 388293695, 9854571585, 9854571586, 9854571587, 388293684]",residential,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33891072,"POLYGON ((8.6914624 50.1020222, 8.6914187 50.1020886, 8.6913972 50.1021211, 8.6915989 50.1021732, 8.6916631 50.1020744, 8.6914624 50.1020222))",Frankfurt am Main,5,60594,Mühlbruchstraße,,DE,,"[498548166, 498548164, 9854571517, 388306170, 388306171, 498548166]",residential,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34563594,"POLYGON ((8.675632 50.117888, 8.6756643 50.1179156, 8.6756079 50.1179427, 8.6756962 50.1180181, 8.6758545 50.1179419, 8.6758432 50.1179322, 8.675858 50.1179251, 8.6758266 50.1178983, 8.6758231 50.1179001, 8.6757862 50.1178686, 8.6757905 50.1178665, 8.675767 50.1178465, 8.6757519 50.1178538, 8.6757342 50.1178387, 8.675632 50.117888))",,14,,Bockenheimer Anlage,,,,"[2623690483, 2623690484, 2623690485, 401256281, 401256282, 401256283, 9831837673, 9831837672, 9831837671, 9831837670, 9831837674, 9831837675, 401256280, 568435084, 2623690483]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34563595,"POLYGON ((8.6756132 50.1181368, 8.6757179 50.1182265, 8.6758142 50.1181809, 8.6758446 50.1182061, 8.676046 50.11811, 8.6760082 50.1180781, 8.6760058 50.1180738, 8.6760049 50.1180689, 8.676006 50.1180634, 8.6760068 50.1180579, 8.6760063 50.1180532, 8.6760029 50.1180475, 8.6759987 50.1180427, 8.6759929 50.1180382, 8.6759874 50.1180352, 8.6759825 50.1180331, 8.6759755 50.1180311, 8.6759683 50.1180303, 8.6759597 50.1180297, 8.675954 50.1180284, 8.6759489 50.1180261, 8.6759119 50.1179941, 8.6756132 50.1181368))",Frankfurt am Main,11,60322,Bockenheimer Anlage,,DE,,"[401256285, 401256287, 401256288, 401256289, 401256290, 9831837654, 9831837650, 9831837651, 9831837646, 9831837645, 9831837644, 9831837643, 9831837642, 9831837641, 9831837640, 9831837639, 9831837647, 9831837648, 9831837652, 9831837649, 9831837653, 401256286, 401256285]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38331854,"POLYGON ((8.6954988 50.1020721, 8.6954497 50.1021551, 8.6952571 50.1021082, 8.6953062 50.1020252, 8.6954988 50.1020721))",Frankfurt am Main,36,60594,Siemensstraße,,DE,,"[452617299, 452617300, 452617301, 452617302, 452617299]",residential,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38331856,"POLYGON ((8.6954204 50.1022037, 8.6954201 50.1022041, 8.695427 50.102206, 8.6954041 50.102241, 8.6954008 50.1022401, 8.6953602 50.1023022, 8.6952404 50.1022699, 8.6951976 50.1022584, 8.6952614 50.102161, 8.6954204 50.1022037))",Frankfurt am Main,34,60594,Siemensstraße,,DE,,"[452617307, 9856166140, 9856166139, 9856166138, 9856166141, 452617306, 1112102454, 452617304, 452617308, 452617307]",residential,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38556294,"POLYGON ((8.6924521 50.1025222, 8.6925134 50.1024296, 8.692507 50.1024278, 8.6923735 50.1023911, 8.6923697 50.1023902, 8.6923511 50.1024181, 8.6923427 50.102416, 8.6923244 50.1024441, 8.6923323 50.1024463, 8.692308 50.1024828, 8.6924521 50.1025222))",Frankfurt am Main,8,60594,Dammstraße,,DE,,"[456505144, 388293624, 2683953162, 388293627, 9854571572, 9854571570, 9854571568, 9854571569, 9854571571, 456505143, 456505144]",residential,5,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38556295,"POLYGON ((8.6923854 50.1026261, 8.6922398 50.1025858, 8.6922173 50.1026196, 8.6922114 50.102618, 8.6921915 50.1026486, 8.692197 50.1026502, 8.6921785 50.1026782, 8.6921876 50.1026807, 8.692319 50.1027168, 8.6923238 50.1027181, 8.6923854 50.1026261))",Frankfurt am Main,4,60594,Dammstraße,,DE,,"[456505142, 456505141, 9854571560, 9854571558, 9854571559, 9854571561, 388293620, 2683953274, 2683953287, 388293622, 456505142]",residential,5,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39518815,"POLYGON ((8.7132044 50.1536972, 8.7133886 50.1537701, 8.7135079 50.1536463, 8.7133237 50.1535734, 8.7132044 50.1536972))",,527,,Friedberger Landstraße,,,,"[473432398, 473432401, 473432402, 473432400, 473432398]",residential,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40933929,"POLYGON ((8.6912908 50.1020335, 8.6912964 50.1020192, 8.6912873 50.1020178, 8.691301 50.1019816, 8.6914624 50.1020222, 8.6914187 50.1020886, 8.6913346 50.1020697, 8.6913277 50.1020635, 8.6913381 50.1020465, 8.6912908 50.1020335))",Frankfurt am Main,3,60594,Mühlbruchstraße,,DE,,"[9854571516, 9854571511, 9854571512, 498548163, 498548166, 498548164, 9854571515, 9854571514, 9854571513, 9854571516]",residential,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40933930,"POLYGON ((8.691301 50.1019816, 8.6911828 50.1019502, 8.6911665 50.101955, 8.6911376 50.1019954, 8.6911319 50.1019947, 8.691119 50.1020273, 8.6911245 50.1020282, 8.6911098 50.1020631, 8.6912671 50.1020925, 8.6912697 50.1020869, 8.6912584 50.1020847, 8.6912745 50.1020455, 8.6912853 50.1020471, 8.6912908 50.1020335, 8.6912964 50.1020192, 8.6912873 50.1020178, 8.691301 50.1019816))",Frankfurt am Main,23,60594,Darmstädter Landstraße,,DE,,"[498548163, 9854571508, 10674325132, 9854571506, 9854571503, 9854571504, 9854571505, 803016466, 388306181, 9854571501, 9854571502, 9854571510, 9854571509, 9854571516, 9854571511, 9854571512, 498548163]",residential,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40933931,"POLYGON ((8.6923833 50.1022617, 8.6925816 50.1023137, 8.692507 50.1024278, 8.6923735 50.1023911, 8.692384 50.102375, 8.6924035 50.102367, 8.6923918 50.1023548, 8.6923729 50.1023623, 8.6923254 50.1023503, 8.6923833 50.1022617))",Frankfurt am Main,17,60594,Mühlbruchstraße,,DE,,"[498548169, 388293611, 2683953162, 388293627, 9854571575, 388293618, 9854571573, 9854571574, 498548168, 498548169]",residential,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
