element_type,osmid,amenity,taxi,geometry,access,barrier,traffic_sign,parking,wheelchair,highway,lit,hgv,description,fee,access:conditional,foot,foot:conditional,note,note:access,surveillance,name,bicycle,motorcar,capacity,surface,emergency,maxheight,start_date,website,motor_vehicle,motorcycle,trailer,vehicle,wheelchair:description,opening_hours,level,layer,operator,maxwidth,private,park_ride,supervised,ref,bus,addr:city,addr:housenumber,addr:postcode,addr:street,contact:website,indoor,fixme,addr:country,brand,covered,kiss_ride,maxstay,operator:type,operator:wikidata,capacity:disabled,disabled,markings,nodes,paving_stones:material,orientation,building,brand:wikidata,name:fr,maxweight,smoothness,max_level,min_level,maxstay:conditional,parking:authentication:disc:conditional,access:note,zone,maxstay:monitoring,parking:authentication:disc,source,parking_disc,wikimedia_commons,fee:conditional,building:levels,roof:levels,roof:shape,capacity:parent,capacity:women,parking:orientation,alt_name,contact:phone,charge,old_name,building:use,authentication:disc,denomination,religion,ruins,charge:conditional,location,building:colour,payment:cash,area,building:part,landuse,service,park,parking:restriction:conditional,parking:zone,toilets:wheelchair,phone,restriction:conditional,capacity:tourist_bus,tourist_bus,authentication:disc:conditional,charge:note,building:min_level,wikidata,parking:condition,parking:condition:residents,restriction,skateboard,restriction:taxi,parking:condition:conditional,motorhome,disabled:conditional,capacity:charging,car_sharing,parking:restriction,ways,type
way,42714700,parking,,"POLYGON ((6.9161643 49.2619172, 6.9164899 49.2618813, 6.9164244 49.2616014, 6.9161087 49.2616268, 6.9161643 49.2619172))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[534162107, 534162108, 534162111, 534162113, 534162107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43403706,parking,,"POLYGON ((7.0026986 49.229496, 7.0027779 49.2294731, 7.0028484 49.2294528, 7.0028837 49.2294426, 7.0030083 49.229408, 7.0029503 49.2292913, 7.0029393 49.2292692, 7.0029283 49.2292471, 7.0026031 49.2293458, 7.0026832 49.2294733, 7.0026986 49.229496))",private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5186452056, 9416528973, 9415792665, 9415792666, 5186452053, 10884470050, 10884470044, 5186452054, 5186452055, 9416528974, 5186452056]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43766252,parking,,"POLYGON ((7.0260109 49.2891399, 7.0267841 49.2895295, 7.0276477 49.2899774, 7.0278532 49.2897869, 7.027817 49.289613, 7.0277068 49.2893431, 7.0275379 49.2890752, 7.0274564 49.2889504, 7.0273349 49.2888323, 7.0271555 49.2887262, 7.0260109 49.2891399))",customers,,,surface,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[554258468, 10133485689, 554258488, 554258492, 554258482, 554258483, 554258478, 554258479, 554258481, 554258470, 554258468]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43766253,parking,,"POLYGON ((7.0274207 49.2903353, 7.0275303 49.290394, 7.0276624 49.2904507, 7.0278904 49.2904896, 7.0279534 49.2904407, 7.0279852 49.2903675, 7.0279877 49.2902833, 7.0279558 49.2899598, 7.0278866 49.2899298, 7.0274207 49.2903353))",customers,,,surface,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[554258489, 554258498, 2955548392, 554258505, 2955548390, 1586891289, 2955548391, 1586891284, 554258494, 554258489]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43766254,parking,,"POLYGON ((7.0267916 49.2908064, 7.0271591 49.290981, 7.0272294 49.2909124, 7.027279 49.2906788, 7.0273608 49.2906246, 7.0276347 49.2906559, 7.0276994 49.2906035, 7.0275099 49.2905618, 7.0272597 49.2904373, 7.0267916 49.2908064))",customers,,,surface,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[554258495, 554258502, 8876660787, 8876660788, 10133485685, 554258503, 554258504, 554258500, 554258501, 554258495]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43795257,parking,,"POLYGON ((6.904173 49.2361931, 6.9040954 49.2361744, 6.9036488 49.2360665, 6.9038649 49.2356344, 6.9043024 49.235739, 6.9043476 49.2358131, 6.904327 49.2359101, 6.904173 49.2361931))",customers,,,surface,,,,,,no,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,"[555057314, 273421726, 555057316, 555057312, 273421727, 10789055992, 10789055985, 555057314]",concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48369068,parking,,"POLYGON ((6.9015413 49.2279403, 6.9012063 49.2277769, 6.9011725 49.2277592, 6.9012784 49.2276718, 6.9014403 49.2277484, 6.9018033 49.2274164, 6.9019474 49.2274966, 6.9019643 49.2275311, 6.9019643 49.2275593, 6.9019398 49.2275827, 6.9015413 49.2279403))",customers,,,surface,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[614393793, 762444795, 614393794, 614393785, 614393792, 614393786, 614393787, 614393789, 614393790, 614393791, 614393793]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48446720,parking,,"POLYGON ((7.0338033 49.2502644, 7.0338286 49.2506931, 7.0337914 49.2509118, 7.0337546 49.2510645, 7.0336781 49.2511975, 7.0333924 49.2515203, 7.0335497 49.2515964, 7.0337592 49.2513768, 7.0338171 49.2513054, 7.03405 49.2512743, 7.0341315 49.2512332, 7.0341948 49.2511352, 7.0342447 49.2509761, 7.034264 49.2508018, 7.0342686 49.2504242, 7.034218 49.250425, 7.0341463 49.2503816, 7.0341189 49.250365, 7.0340374 49.250367, 7.0339993 49.2503679, 7.0339903 49.2502558, 7.0338033 49.2502644))",yes,,,surface,,,yes,,,yes,,,,,,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[615421737, 615421738, 1391280388, 9344551324, 615421739, 615421740, 615421741, 615421742, 1391280425, 1391280423, 1391280413, 9344551326, 615421748, 615421750, 1391280209, 9344551327, 9920003334, 9344551328, 9344551325, 1391280192, 615421743, 615421737]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48627853,parking,,"POLYGON ((7.0272487 49.2095018, 7.027315 49.2095425, 7.0273495 49.209562, 7.0275826 49.2093976, 7.0277672 49.2092684, 7.0277768 49.2092617, 7.0277398 49.20924, 7.0275359 49.2091178, 7.0273325 49.2089969, 7.0271345 49.2088762, 7.0269729 49.2087779, 7.0269252 49.2087487, 7.0266681 49.2085765, 7.0262254 49.208896, 7.0263185 49.2089511, 7.0266065 49.2091216, 7.0271661 49.2094529, 7.0272487 49.2095018))",customers,,,multi-storey,yes,,,,,,,,,,,,Parkhaus Globus,,,,,,,,,,,,,,,1,,Globus,,,,,,,,,,,,,Parkhaus ist derzeit noch nicht komplett gemappt mit allen Etagen. Dies müsste noch (z.B. Simple-Indoor–Mapping- und Simple-3D-Building -Methode). Gezeichnet ist derzeit wohl die 1. Etage (level=1). Es fehlt level=0 und 2.,,,,,,,,,,,"[617550309, 617556225, 617550315, 3680816989, 9701019828, 148321435, 617550333, 8848422672, 4421682368, 621144209, 2140520887, 621144197, 148321431, 617550263, 1383515997, 5487329966, 5487329967, 617550309]",,,parking,,Parking couvert Globus,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48627856,parking,,"POLYGON ((7.0284475 49.2089799, 7.0286093 49.2089388, 7.0286471 49.2090204, 7.0289207 49.2089532, 7.0290076 49.2089842, 7.0293405 49.2089077, 7.029389 49.2088551, 7.0293132 49.2088236, 7.0290885 49.2087368, 7.0289706 49.2087083, 7.0285073 49.208809, 7.0284599 49.2088388, 7.0285285 49.2088614, 7.0283961 49.2088916, 7.0284475 49.2089799))",customers,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9676001373, 3680816976, 9676001370, 9676001371, 9676001372, 3680816973, 617550358, 2186463843, 2186463882, 2186463884, 617550356, 9716945554, 9716945555, 617550286, 9676001373]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48860001,parking,,"POLYGON ((7.0264927 49.2101415, 7.0265882 49.210193, 7.0270816 49.2098161, 7.0270993 49.2098265, 7.0276484 49.2094432, 7.0275826 49.2093976, 7.0273495 49.209562, 7.0270474 49.2097922, 7.027001 49.2097652, 7.0264927 49.2101415))",customers,,,street_side,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,"[274425537, 619918923, 9531517510, 9531517511, 619918925, 3680816989, 617550315, 9531517512, 9531517466, 274425537]",,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48954918,parking,,"POLYGON ((7.0237888 49.2101099, 7.0237129 49.2101155, 7.0237099 49.2101203, 7.0237125 49.2101234, 7.0236678 49.210108, 7.0236367 49.2100973, 7.0236225 49.2100571, 7.0236075 49.210069, 7.0235778 49.2100282, 7.0235641 49.2100112, 7.0237789 49.209813, 7.0238604 49.2098516, 7.0238705 49.2099189, 7.0238316 49.2099554, 7.0239508 49.2099516, 7.0237888 49.2101099))",,,,surface,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 minutes,,,,,,"[621144183, 9531517721, 9531517722, 9531517723, 9531517732, 9531517729, 9531517720, 9531517719, 621144176, 9531517718, 621144166, 9531517696, 9531517695, 9531517705, 621144164, 621144183]",,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48954933,parking,,"POLYGON ((7.0261681 49.2108538, 7.0261918 49.2108648, 7.0262155 49.2108759, 7.0268911 49.2111884, 7.0267544 49.2113026, 7.0264464 49.2111651, 7.0263679 49.2112023, 7.026299 49.2111642, 7.0260545 49.2109549, 7.0261681 49.2108538))",private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[619918927, 9531502473, 5725611015, 619918930, 619918932, 9531502474, 9531502475, 3680817019, 619918929, 619918927]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49247867,parking,,"POLYGON ((6.9650625 49.2098245, 6.9654803 49.2101527, 6.9656968 49.2099401, 6.9653292 49.2096755, 6.9650625 49.2098245))",,,,surface,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[625213629, 625213632, 625213631, 625213627, 625213629]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49251773,parking,,"POLYGON ((7.0656379 49.1987442, 7.0655727 49.1986994, 7.0655371 49.1986816, 7.0656558 49.1985821, 7.0655991 49.1985518, 7.0659366 49.1982624, 7.0661018 49.1983475, 7.0656379 49.1987442))",no,,,surface,,,,,,no,,,,,,,,,designated,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"[625449645, 10940676504, 625449638, 10937987158, 10937987108, 625449647, 625449648, 625449645]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49425283,parking,,"POLYGON ((7.042118 49.2575869, 7.0420871 49.2576997, 7.0411689 49.2575965, 7.0407475 49.2575404, 7.0407736 49.2574697, 7.040788 49.2574253, 7.0409513 49.2574479, 7.0411984 49.2574803, 7.042118 49.2575869))",yes,,,surface,,,,,,yes,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[627782953, 627782955, 627782957, 627782961, 417401200, 627782962, 627782963, 627782964, 627782953]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49425302,parking,,"POLYGON ((7.0404748 49.2574939, 7.0405525 49.257387, 7.0402812 49.2573176, 7.0399823 49.2572285, 7.0396607 49.2570889, 7.0393204 49.2569003, 7.0391017 49.2567483, 7.0389673 49.2566596, 7.0389015 49.2566946, 7.0388213 49.2567372, 7.0389476 49.2568212, 7.0391738 49.2569791, 7.0395344 49.2571734, 7.0398875 49.2573226, 7.040195 49.257421, 7.0404748 49.2574939))",private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[627783210, 627783213, 627783215, 627783217, 627783219, 627783221, 627783224, 627783225, 417401229, 627783227, 627783228, 627783229, 627783231, 627783232, 627783233, 627783210]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49425320,parking,,"POLYGON ((7.0420557 49.257521, 7.0410798 49.2574164, 7.0409929 49.2574026, 7.0405937 49.2573404, 7.0403682 49.2572918, 7.0401502 49.2572259, 7.0398975 49.257125, 7.0397043 49.2570391, 7.0395186 49.2569451, 7.0394025 49.2568774, 7.0395893 49.256859, 7.0396914 49.256889, 7.0397658 49.2569326, 7.0400409 49.257057, 7.0400347 49.2571024, 7.0402889 49.2571372, 7.0404807 49.2571892, 7.0406851 49.2572296, 7.0410511 49.2572853, 7.0412036 49.2573048, 7.042089 49.257405, 7.0420557 49.257521))",private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[627783597, 627783598, 9598696881, 627783599, 9598707030, 627783600, 627783601, 9598696893, 627783602, 627783603, 627783604, 9598696903, 627783605, 627783606, 9598696896, 627783607, 9598696895, 627783608, 627783609, 627783610, 627783611, 627783597]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49425456,parking,,"POLYGON ((7.0380442 49.2564363, 7.0382083 49.2563612, 7.037588 49.2557923, 7.0367027 49.2549434, 7.0365424 49.2550152, 7.03721 49.25567, 7.0372877 49.2556352, 7.0375539 49.2558965, 7.0374821 49.2559308, 7.0380442 49.2564363))",private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[627784769, 1035552932, 627784779, 627784794, 627784797, 9931883331, 9931883329, 9931883330, 627784799, 627784769]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49480817,parking,,"POLYGON ((7.0451815 49.2569028, 7.0451464 49.257092, 7.0449326 49.2570766, 7.0449441 49.2570153, 7.0449625 49.2569175, 7.0450759 49.2569265, 7.0450816 49.2568949, 7.0451815 49.2569028))",yes,,,surface,,,,,,no,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[628641707, 5924122511, 5924122510, 5925916425, 5924122504, 628641720, 1422926275, 628641707]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49680243,parking,,"POLYGON ((7.0583497 49.2009722, 7.0585741 49.2009066, 7.0588108 49.2009113, 7.0589505 49.2010658, 7.0589271 49.2010667, 7.0583672 49.201089, 7.0583497 49.2009722))",,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[631483800, 659958984, 631483801, 1854303916, 1854303918, 659958985, 631483800]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49705959,parking,,"POLYGON ((7.0299478 49.2157638, 7.0301085 49.2152003, 7.0296288 49.2151476, 7.0294799 49.2157112, 7.0295779 49.2157222, 7.0298384 49.2157515, 7.0298952 49.2157579, 7.0299478 49.2157638))",yes,,,multi-storey,,,yes,,,no,,,,,,,Parkdeck Saarbahn,,,,asphalt,,,,,,,,,,24/7,,,Saarbahn Netz,,,yes,,,,,,,,,,,,,,,,,,,,,"[8017257448, 631756057, 631756041, 8019946839, 9791228560, 9791228545, 9791235878, 8017257448]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51016399,parking,,"POLYGON ((6.9162451 49.2406029, 6.9161805 49.2403212, 6.9160947 49.2403309, 6.9160711 49.2402697, 6.9156631 49.2403217, 6.9155023 49.2398206, 6.9156974 49.2397939, 6.9156948 49.2397858, 6.9157679 49.2397758, 6.9157637 49.2397626, 6.9158205 49.2397556, 6.9159068 49.2397446, 6.916055 49.2402132, 6.9162929 49.2401827, 6.9163546 49.2401753, 6.9161872 49.2398344, 6.9161272 49.2396856, 6.9160357 49.239697, 6.9159889 49.2395661, 6.9154365 49.2396593, 6.9153264 49.239678, 6.9154378 49.239957, 6.9153748 49.240065, 6.9153412 49.2401186, 6.9153368 49.2401634, 6.9154684 49.2406368, 6.915917 49.2405856, 6.9159311 49.2406382, 6.9162451 49.2406029))",customers,,,surface,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[650535190, 4816012406, 4816012405, 650535191, 650535179, 650535173, 10073463158, 10073463157, 10073463156, 10073463155, 4816012402, 650535189, 4816012399, 10073463150, 4816012398, 4816012404, 4016080021, 650535192, 650535193, 650535176, 10073463161, 650535177, 10073463163, 650535183, 650535185, 10073463152, 10073463153, 10073463154, 650535190]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51726132,parking,,"POLYGON ((7.0340404 49.2760874, 7.0340202 49.2760327, 7.0340174 49.2760247, 7.0339885 49.2759476, 7.0340638 49.2759355, 7.0340281 49.2758383, 7.0339529 49.2758511, 7.0339138 49.2757455, 7.0339007 49.2757101, 7.0338565 49.2757171, 7.0336599 49.2757487, 7.0336298 49.2756762, 7.033628 49.275647, 7.0336352 49.2756144, 7.033543 49.2755835, 7.03342 49.2755693, 7.0332832 49.2755592, 7.0330954 49.2755472, 7.0329944 49.2755408, 7.0328945 49.2761703, 7.0328834 49.2762402, 7.0328889 49.2762563, 7.0329125 49.2762687, 7.032945 49.2762695, 7.0329853 49.2762619, 7.0333504 49.2762031, 7.0340404 49.2760874))",yes,,,surface,,,,,,yes,,,,,,,Dudoplatz,,,,,,,,,,,,,,,,,KBS GmbH,,,,,,,,,,,,,,,,,,,,,,,,"[660157571, 2470507932, 2470526533, 2470507922, 2470507918, 2470507900, 2470507903, 2470526525, 1017686642, 2470526521, 1017686628, 2470507875, 2470507866, 1017686623, 2470507853, 2470507851, 1017686663, 7659422704, 660157554, 7659422707, 660157562, 2470507958, 2470507961, 660157574, 660157567, 660157569, 660157571]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51824249,parking,,"POLYGON ((7.0126952 49.2340489, 7.012664 49.2340899, 7.013264 49.2342797, 7.0134527 49.2340558, 7.0130874 49.2339302, 7.0130315 49.2339873, 7.0127402 49.2338874, 7.012631 49.2340269, 7.0126952 49.2340489))",customers,,,surface,,,,,,no,,,,,,,,,,43,asphalt,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,"[661116983, 7538940527, 661117007, 661117000, 2199577977, 2199577979, 661116984, 7538940526, 661116983]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,52021184,parking,,"POLYGON ((6.9761568 49.2358146, 6.9761589 49.2357867, 6.9761144 49.2357853, 6.9760856 49.2357844, 6.976088 49.2357494, 6.9760896 49.235727, 6.9761092 49.2357276, 6.9761599 49.2357291, 6.9761621 49.2356949, 6.9761631 49.2356805, 6.9761133 49.235679, 6.9761169 49.2356335, 6.9761194 49.2356024, 6.9761231 49.2355564, 6.9761256 49.2355247, 6.9761293 49.2354784, 6.9761317 49.2354478, 6.9767346 49.2354651, 6.976713 49.2357358, 6.9767075 49.2358045, 6.9767049 49.2358365, 6.9761568 49.2358146))",private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[663201898, 1888344532, 2362975261, 1888344533, 9910526419, 1888351095, 2362975209, 1888351108, 2362975176, 663201899, 1888351123, 2362975127, 2362975094, 2362975062, 2362975041, 2362975016, 2362975002, 1888340764, 663201900, 1888344534, 663201901, 663201898]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,52442570,parking,,"POLYGON ((7.0076891 49.2326095, 7.0075246 49.2323031, 7.0075872 49.2322895, 7.0076211 49.232282, 7.0076012 49.2322397, 7.0081948 49.2321049, 7.0082655 49.232089, 7.0083537 49.2320678, 7.0083868 49.2321264, 7.0084323 49.2321156, 7.0087177 49.2326604, 7.008674 49.2326712, 7.0086984 49.2327185, 7.0084788 49.2327704, 7.008471 49.2327558, 7.0083912 49.2326054, 7.0083226 49.2324761, 7.0082696 49.2323743, 7.008222 49.2323851, 7.0077799 49.2324852, 7.0077071 49.232503, 7.0077577 49.232593, 7.0076891 49.2326095))",customers,,,surface,,,yes,,,no,,,,,,,,,,,asphalt,,,,,,,,,,,,,Park & Control,,,no,no,,,,,,,,,,,,,,90 minutes,,Q55522640,2,,,"[666803032, 8807410314, 8849405771, 666802999, 8807412723, 8849405757, 6342080232, 9067464684, 9067464681, 666803014, 666803045, 9029320845, 9029320849, 9029320852, 666803044, 9228775085, 9029320851, 666803012, 9029320847, 837986395, 8807410312, 8807410313, 666803032]",,,,,,,,,,,,,,ground_sensor,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,52877208,parking,,"POLYGON ((7.0416305 49.2040924, 7.0415179 49.2040564, 7.0415493 49.2039945, 7.0417562 49.204041, 7.0417169 49.2041203, 7.0417871 49.2041425, 7.0418708 49.2041698, 7.0419194 49.2041095, 7.042374 49.2042724, 7.0422809 49.2043882, 7.0415977 49.2041409, 7.0416305 49.2040924))",,,,street_side,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 hours,,,,,,"[411851124, 670304730, 9701564850, 9701564879, 9701564832, 1426237862, 9701569137, 9701564908, 670304733, 411851112, 670304728, 411851124]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,52949535,parking,,"POLYGON ((7.0425276 49.2119276, 7.0425814 49.2119011, 7.0426395 49.2118724, 7.0426781 49.2119606, 7.04272 49.2119396, 7.0428416 49.2118792, 7.0427687 49.2118249, 7.042696 49.211765, 7.0426541 49.2117299, 7.0425232 49.2116219, 7.0423815 49.2115047, 7.0422431 49.2113902, 7.0417103 49.2109495, 7.0416154 49.2109963, 7.0414866 49.2110614, 7.0414059 49.2110991, 7.0415158 49.21119, 7.0415346 49.211206, 7.0415553 49.2112244, 7.0415735 49.2112406, 7.0416587 49.2113165, 7.0416769 49.2113327, 7.0417641 49.2114104, 7.0417824 49.2114267, 7.0418422 49.2114801, 7.041864 49.2114995, 7.0418822 49.2115157, 7.0419107 49.2115415, 7.0419831 49.2116063, 7.0420013 49.2116226, 7.0420518 49.2116679, 7.0421479 49.211623, 7.0421739 49.2116485, 7.0421969 49.2116383, 7.0422137 49.2116534, 7.0423189 49.211746, 7.0423423 49.2117659, 7.0425276 49.2119276))",no,,,surface,,,yes,,,no,customers @ (Mo-Sa 08:00-20:00),,,,,,,,,,asphalt,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,2 hours,,,2,,yes,"[10705559239, 9634342743, 6903279329, 6536924447, 9632337195, 670952132, 4421992786, 9631990507, 9631990493, 9632030533, 1072884205, 1072885902, 670952119, 670952126, 9631471760, 670952127, 5451469402, 10832411469, 10832411471, 10832411496, 10832411470, 10832411476, 10832411501, 10832411449, 7638536698, 10832411454, 10832411465, 7638536699, 10832411434, 10832411491, 10705559238, 10832411517, 10705559247, 10705559246, 10705561908, 10705559245, 10705559240, 10705559239]",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53792734,parking,,"POLYGON ((7.0707834 49.2208157, 7.0708438 49.2209279, 7.0713 49.2207305, 7.0711952 49.2206823, 7.071085 49.2206502, 7.0707834 49.2208157))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[660618705, 679064077, 679064080, 2190319087, 485792864, 660618705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56145834,parking,,"POLYGON ((6.9032023 49.2348043, 6.9030729 49.2347754, 6.9031709 49.2345884, 6.9033003 49.2346173, 6.9032023 49.2348043))",customers,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[704616003, 704616001, 704616000, 704616005, 704616003]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,58696343,parking,,"POLYGON ((6.9634171 49.2753461, 6.9632962 49.275381, 6.9632407 49.2753149, 6.9631397 49.2752064, 6.9630361 49.2751317, 6.9629215 49.2750752, 6.9627607 49.2750245, 6.9625719 49.2749973, 6.9625547 49.2749675, 6.9625419 49.2749455, 6.9625217 49.2749107, 6.9623889 49.2749152, 6.9622111 49.2749365, 6.9619139 49.2749734, 6.9618916 49.2749002, 6.962177 49.2748562, 6.9623759 49.2748266, 6.9626276 49.2748315, 6.9628418 49.2748564, 6.9630001 49.2749088, 6.9631431 49.2749755, 6.9632692 49.2750578, 6.96335 49.2751388, 6.9635509 49.2753888, 6.9634668 49.2754094, 6.9634171 49.2753461))",,,,street_side,,,yes,,,no,,,,,,,P & R Parkplatz Heinrichshaus,,,,paved,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,3,,,"[2958150629, 727331819, 853355969, 853355942, 2958150737, 853355939, 853355971, 2958150631, 9074648228, 2958173946, 281384953, 1271055467, 282915730, 431461715, 727331792, 5670648441, 727331797, 727341499, 727331816, 853355975, 853355950, 853355915, 853355944, 727331820, 2958150630, 2958150629]",,,,,,,,,,,,,,,,,,,,,,,0,0,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
