element_type,osmid,geometry,wheelchair,amenity,name,cuisine,diet:vegetarian,opening_hours,brand,height,operator,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,phone,shop,website,source,level,description,check_date:opening_hours,note,source:addr,check_date,surveillance,ref,nodes,brand:wikidata,brand:wikipedia,building,building:levels,drink:club-mate,toilets:wheelchair,alt_name,max_level,min_level,roof:material,smoking,source:geometry,start_date,toilets,wikidata,wikipedia,addr:suburb,roof:levels,roof:shape,old_name:1974-1978,old_name:1978-1997,old_name:1998-2007,start_date:note,trolley,building:use,indoor_seating,outdoor_seating,unisex,building:part,disused:brand,disused:name,disused:shop,roof:colour,branch,building:colour,building:material,building:levels:underground,heritage,owner,wikimedia_commons,contact:phone,contact:website,information,information:kvv,opening_hours:url,payment:cash,payment:credit_cards,payment:debit_cards,payment:visa,public_transport,tourism,internet_access,internet_access:fee,old_brand,dispensing,addr:housename,capacity,delivery,diet:vegan,email,internet_access:operator,layer,old_name,organic,seating,takeaway,nohousenumber,source:outline,addr:source,lastcheck,heritage:description,heritage:operator,architect,sport,laundry_service,payment:membership_card,self_service,fuel:diesel,fuel:e10,fuel:octane_95,fuel:octane_98,building:architecture,landuse,noaddress,contact:email,contact:fax,opening_hours:kitchen,payment:girocard,female,male,supermarket,dog,payment:contactless,payment:mastercard,roof:direction,roof:height,service:bicycle:pump,building:min_level,ways,type
way,98213077,"POLYGON ((8.3620748 49.0209077, 8.3622029 49.0208525, 8.3620417 49.0206914, 8.3619127 49.0207468, 8.3619804 49.0208138, 8.3620124 49.0208466, 8.3620748 49.0209077))",,,,,,,,,,Karlsruhe,DE,19,76185,Siemensallee,,,,LA Karlsruhe,,,,,,,,,"[1136167619, 1136167678, 1136167653, 1136167640, 1450796638, 1450796645, 1136167619]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98302346,"POLYGON ((8.4548693 49.0277602, 8.4550642 49.0279105, 8.4551111 49.0279467, 8.4548588 49.0280326, 8.4548416 49.0280107, 8.4546013 49.0280925, 8.4545095 49.0279766, 8.454495 49.0279782, 8.4544159 49.0279869, 8.4543553 49.027751, 8.4543949 49.0277467, 8.4544344 49.0277423, 8.4545801 49.0277262, 8.4545965 49.0277903, 8.4547724 49.0277709, 8.4548065 49.0277671, 8.4548693 49.0277602))",yes,,EDEKA Behrens,,,"Mo-Sa 07:00-20:00; Su,PH off",EDEKA,,,Karlsruhe,DE,62-64,76139,Karlsruher Straße,,supermarket,,,0,,2023-05-04,,,,indoor,,"[1137430264, 6551377348, 1137430200, 1137430158, 1137430174, 1137430168, 1137430208, 6551377349, 1137430170, 1137430212, 7056363479, 6551377350, 1137430176, 1137430210, 6551377346, 1497210245, 1137430264]",Q701755,de:Edeka,retail,1,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,Hagsfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98329433,"POLYGON ((8.4042277 49.0086737, 8.4041657 49.0086764, 8.404162 49.0086403, 8.404224 49.0086376, 8.4042277 49.0086737))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[1137651582, 1137651496, 1137650947, 1137650699, 1137651582]",,,retail,2,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98664930,"POLYGON ((8.4053106 48.9655913, 8.4053292 48.9654542, 8.4057393 48.9654822, 8.4057191 48.9656208, 8.4053106 48.9655913))",yes,,1A autoservice lifestyle GmbH,,,Mo-Th 08:00-18:00; Fr 08:00-17:00,1a autoservice,,,Karlsruhe,DE,2a,76199,Battstraße,,car_repair,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,"[1141436656, 1141436664, 1141436630, 1141436623, 1141436656]",Q109558465,,retail,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98905205,"POLYGON ((8.3528197 49.020808, 8.3530584 49.0206587, 8.3523598 49.0201783, 8.3521849 49.0202877, 8.3524493 49.0204695, 8.3523855 49.0205094, 8.3528197 49.020808))",,,,,,,,,S&G Automobil AG,,,,,,,,,,,,,,,,,,"[1144232533, 1144232503, 1144232622, 1144232616, 1144232568, 1144232491, 1144232533]",,,retail,,,,,,,,,Maxar 2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98906900,"POLYGON ((8.3508762 49.0214324, 8.3507512 49.0215105, 8.3509503 49.0216475, 8.3509354 49.0216568, 8.3510222 49.0217166, 8.3511622 49.021629, 8.3508762 49.0214324))",,,,,,,,,S&G Automobil AG,Karlsruhe,DE,14,76185,Schoemperlenstraße,,,,,,,,,,,,,"[1144265454, 1144265370, 7471548540, 7471548539, 1144265472, 1144265252, 1144265454]",,,retail,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98906904,"POLYGON ((8.3506606 49.0211778, 8.3512704 49.0215972, 8.3513694 49.0215352, 8.3511518 49.0213856, 8.3511747 49.0213713, 8.3510903 49.0213133, 8.3510674 49.0213276, 8.3510516 49.0213167, 8.3508901 49.0212057, 8.3507596 49.0211159, 8.3506606 49.0211778))",,,,,,,,,S&G Automobil AG,,,,,,,,,,,,,,,,,,"[1144265308, 1144265385, 1144265503, 7471548580, 1144265495, 1144265512, 7471548581, 7471548535, 7471548536, 1144265406, 1144265308]",,,retail,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99161249,"POLYGON ((8.4076175 49.0023021, 8.4076236 49.0021866, 8.4075403 49.0021837, 8.4075452 49.0020666, 8.4074634 49.0020662, 8.4074583 49.0021756, 8.4074519 49.0022958, 8.4076175 49.0023021))",,,,,,,,,,Karlsruhe,DE,44,76137,Schützenstraße,,,,LA-KA,,,,,,,,,"[1147007431, 1147008221, 1147007951, 1149344184, 1147006805, 1149343343, 1147007717, 1147007431]",,,retail,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99161412,"POLYGON ((8.4077481 49.0031782, 8.4073641 49.0031642, 8.4073881 49.0029985, 8.4073942 49.0028517, 8.4073257 49.0028505, 8.4071712 49.002849, 8.4071587 49.0031581, 8.4071536 49.0032603, 8.4073588 49.0032661, 8.4074028 49.003267, 8.4074442 49.0032678, 8.4074469 49.0032145, 8.4077446 49.003225, 8.4077481 49.0031782))",,,,,,,,,,,,,,,,,,LA-KA,,,,,,,,,"[1147007940, 1149344395, 1149344206, 1149343499, 1149343844, 1149344600, 1147008339, 1149344426, 1147006743, 1147008039, 1149343479, 1149343913, 1149343267, 1147007940]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99585415,"POLYGON ((8.3587123 48.9859427, 8.3584802 48.985943, 8.3584809 48.9861515, 8.3587129 48.9861512, 8.3587123 48.9859427))",,,,,,,,,,Karlsruhe,DE,4a,76189,Eugen-Geck-Straße,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,"[2464562353, 1151645274, 1151645459, 2464562359, 2464562353]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99627058,"POLYGON ((8.3630781 48.9856393, 8.3630782 48.9856284, 8.3630802 48.9854301, 8.362822 48.985429, 8.3628224 48.9853855, 8.3626531 48.9853847, 8.3626506 48.9856375, 8.3630781 48.9856393))",yes,,Netto City,,,Mo-Sa 07:00-21:00; PH closed,Netto City,,,Karlsruhe,DE,33,76189,Otto-Wels-Straße,,supermarket,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,"[1151965440, 10249977170, 1151965532, 1151965570, 1151965591, 1151965457, 1151965555, 1151965440]",Q879858,de:Netto Marken-Discount,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100149809,"POLYGON ((8.4778899 48.9471579, 8.4781671 48.947232, 8.4782592 48.9470837, 8.4782878 48.9470913, 8.4783323 48.9470196, 8.4783048 48.9470122, 8.478356 48.9469297, 8.4780777 48.9468552, 8.4778899 48.9471579))",yes,,EDEKA,,,"Mo-Sa 08:00-20:00; Su,PH off",EDEKA,,Piston,Karlsruhe,DE,67,76228,Talstraße,,supermarket,,LA-KA,,,2020-11-15,,,,,,"[1157659344, 1157659369, 1157659357, 1157659340, 1157659362, 1157659349, 1157659364, 1157659355, 1157659344]",Q701755,,retail,1,,no,,,,,,,,,,,Palmbach,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100198027,"POLYGON ((8.4357436 49.0154222, 8.4356982 49.0154041, 8.4356791 49.0153965, 8.4356797 49.0153958, 8.4356035 49.0153654, 8.4355781 49.0153553, 8.4355681 49.0153513, 8.435561 49.0153323, 8.4355539 49.0153132, 8.4355621 49.0153045, 8.4356083 49.0152545, 8.4356324 49.0152285, 8.4357835 49.0152887, 8.4358447 49.0153131, 8.4357719 49.0153917, 8.4357436 49.0154222))",,,,,,,,4,,Karlsruhe,DE,60,76131,Haid-und-Neu-Straße,,,,,,,,,,,,,"[1158161461, 7471868168, 7471868164, 7471868180, 7471868166, 7471871205, 1158161431, 7471868153, 1158161428, 4704323280, 7471868183, 1158161440, 7471871100, 1158161435, 7471868169, 1158161461]",,,retail,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,Oststadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102167829,"POLYGON ((8.4483562 49.010168, 8.4480082 49.0101443, 8.4478245 49.0101317, 8.4478213 49.0101516, 8.4477577 49.0101473, 8.4477609 49.0101274, 8.4476821 49.010122, 8.4476789 49.0101419, 8.4476142 49.0101375, 8.4476173 49.0101176, 8.4475786 49.010115, 8.447441 49.0101056, 8.4474558 49.0100121, 8.4475905 49.0091626, 8.44774 49.0091728, 8.4482782 49.0092095, 8.4482986 49.0095199, 8.4483562 49.010168))",,,,,,,,8,,,,,,,,,,,,,,,,,,,"[1179188696, 1372877953, 7527333854, 7527333848, 7527333849, 7527333855, 7527333852, 7527333850, 7527333851, 7527333853, 1372877949, 1179188694, 7527333858, 1179188646, 1179188729, 1179188644, 1392386341, 1179188696]",,,retail,,,,,,,concrete,,,,,,,,,flat,,,,,,,,,,,,,,,,#d3cdc5,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102419864,"POLYGON ((8.4490313 49.0250603, 8.4491603 49.0251398, 8.4491437 49.0251894, 8.4491471 49.0251915, 8.449161 49.0252, 8.4491271 49.0252237, 8.4491002 49.0252242, 8.4490942 49.0252285, 8.4490392 49.0251946, 8.4489328 49.025129, 8.4488789 49.0250958, 8.4488243 49.0251082, 8.4487333 49.0250522, 8.448742 49.0250461, 8.4488673 49.0250191, 8.4489634 49.0250783, 8.4490313 49.0250603))",,,,,,,,4,,Karlsruhe,DE,82,76139,Karlsruher Straße,,,,,,,,,,,,,"[1182768574, 1182768562, 1182768549, 6937911321, 1182768530, 6937911334, 2811090759, 6937911335, 3907242736, 6937911322, 1182768536, 1182768546, 1182768577, 5655993941, 1182768531, 5655993938, 1182768574]",,,retail,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",~1990s,,,,Hagsfeld,,flat,,,,,,,,,,,,,,#A52A2A,,#aa8866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102687236,"POLYGON ((8.4288887 49.0132728, 8.4288989 49.0132164, 8.4289277 49.013057, 8.4289397 49.0129909, 8.4288697 49.0129854, 8.4288419 49.0131391, 8.4288186 49.0132674, 8.4288253 49.0132679, 8.4288887 49.0132728))",,,,,,,,,,Karlsruhe,DE,30a,76131,Haid-und-Neu-Straße,,,,,,,,,,,,,"[1185959195, 1186002782, 9610829554, 1185959221, 1185959153, 1185959205, 1186197267, 1185959184, 1185959195]",,,retail,1,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,Oststadt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102688303,"POLYGON ((8.4260732 49.0116673, 8.4259966 49.011664, 8.4260354 49.0112735, 8.426112 49.0112768, 8.426107 49.0113266, 8.4260732 49.0116673))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[1185981991, 1185982010, 1185982036, 1185982001, 1185982002, 1185981991]",,,retail,1,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",1970s,,,,,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102811730,"POLYGON ((8.4263208 49.0035099, 8.4263192 49.0035266, 8.4264185 49.0035306, 8.4264201 49.0035143, 8.4264268 49.0034439, 8.4263274 49.0034398, 8.4263208 49.0035099))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[1187279761, 3656667217, 3656667219, 1187279762, 1187279760, 1187279763, 1187279761]",,,retail,2,,,,,,roof_tiles,,"Maps4BW, LGL, www.lgl-bw.de",1901,,,,,1,gabled,,,,,,,,,,,,,,#333333,,#B09078,brick,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kulturdenkmal der Stadt Karlsruhe,Stadt Karlsruhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103313624,"POLYGON ((8.4048663 48.9972673, 8.4048836 48.9972648, 8.4049158 48.9974472, 8.4048455 48.9974526, 8.4048523 48.9974913, 8.4050386 48.9974772, 8.4052248 48.997463, 8.4052166 48.9974198, 8.4051413 48.9974255, 8.4051121 48.9972597, 8.405185 48.9972541, 8.4051739 48.9971955, 8.404888 48.9971988, 8.4048663 48.9972673))",,,,,,,,,,Karlsruhe,DE,4,76137,Nebeniusstraße,,,,,,,,,,,,,"[7997441372, 1193063038, 7997441374, 1193062456, 1193060993, 7997441361, 1193061078, 1193060867, 7997441373, 7997441370, 7997441369, 7997441363, 7997441371, 7997441372]",,,retail,2,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",1967,,,,,,flat,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103313642,"POLYGON ((8.4047427 48.9971943, 8.404806 48.9971933, 8.4048061 48.9971997, 8.404888 48.9971988, 8.404886 48.9971236, 8.4048308 48.9971242, 8.4047754 48.9971248, 8.4046038 48.9971268, 8.4045865 48.9971266, 8.4045673 48.9972294, 8.4047289 48.9972474, 8.4047427 48.9971943))",,,,,,,,,,,,47,,Ettlinger Straße,,,,LA-KA,,,,,,,,,"[7997441368, 7997441366, 7997441367, 7997441371, 1739283425, 1193062650, 1193061310, 1193061253, 7997441380, 1193062069, 1193062314, 7997441368]",,,retail,6,,,,,,,,,,,,,,2,gambrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105256590,"POLYGON ((8.4637061 48.986768, 8.4636941 48.9867515, 8.4636644 48.9867608, 8.4636144 48.9866918, 8.4635251 48.9867197, 8.4635166 48.9867081, 8.4634846 48.9867181, 8.4634665 48.9866932, 8.4635647 48.9866656, 8.4635786 48.986638, 8.4635903 48.9866149, 8.4636028 48.9866102, 8.4635839 48.9865808, 8.4637824 48.9865164, 8.4637623 48.9864887, 8.4639289 48.9864366, 8.4639509 48.9864669, 8.4640095 48.9864485, 8.4640467 48.9864999, 8.4640762 48.9864906, 8.46414 48.9865785, 8.4641171 48.9865857, 8.4641456 48.9866249, 8.4641631 48.9866194, 8.4641872 48.9866526, 8.464126 48.9866718, 8.4641131 48.986654, 8.4640658 48.9866688, 8.464058 48.986658, 8.4637061 48.986768))",,,,,,,,,,,,,,,,,,LA-KA,,,,,,,,,"[1212980745, 4353980879, 4353980880, 1212980809, 1212980729, 1212980749, 4353980878, 4353980877, 4353980875, 4353980874, 4353980873, 4353980872, 1212980794, 1212980720, 1212980792, 1212980716, 1212980735, 1212980766, 1212980774, 1212980804, 1212980728, 1212980747, 1212980712, 1212980725, 1212980760, 1212980788, 1212980798, 1212980723, 1212980743, 1212980745]",,,retail,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105256591,"POLYGON ((8.4635372 48.9868767, 8.4636467 48.9868425, 8.4636136 48.9867969, 8.4636764 48.9867772, 8.4636644 48.9867608, 8.4636144 48.9866918, 8.4635251 48.9867197, 8.4635166 48.9867081, 8.4634846 48.9867181, 8.4634661 48.9867239, 8.4634891 48.9867555, 8.463505 48.9867505, 8.4635341 48.9867905, 8.4634857 48.9868056, 8.4635372 48.9868767))",,,,,,,,,,Karlsruhe,DE,36a,76227,Brühlstraße,,,,LA-KA,,,,,,,,,"[1212980742, 1212980736, 1212980767, 1212980775, 4353980880, 1212980809, 1212980729, 1212980749, 4353980878, 1212980713, 1212980726, 1212980762, 1212980789, 1212980799, 1212980742]",,,retail,,,,,,,,,,,,,,Durlach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106313762,"POLYGON ((8.4098971 48.9963554, 8.4098634 48.9963553, 8.40985 48.9963556, 8.4098522 48.9964018, 8.4096718 48.9964055, 8.4095318 48.9964083, 8.4095349 48.9964734, 8.4096998 48.99647, 8.4097024 48.9965245, 8.4097058 48.9965959, 8.4098722 48.9965925, 8.4098708 48.9965691, 8.409868 48.9965211, 8.4098659 48.9964842, 8.4099738 48.996444, 8.4099355 48.9963997, 8.4098971 48.9963554))",,,,,,,,,,,,102,,Rüppurrer Straße,,,,,,,,,,,,,"[3277019922, 3277019921, 1083374573, 1083374544, 3277019923, 1223637337, 1223637727, 1223637283, 3646153686, 1210793035, 1210795247, 3575340611, 3646153685, 3277019925, 3277019924, 3559036065, 3277019922]",,,retail,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106492316,"POLYGON ((8.4430602 49.0094186, 8.4431661 49.0095011, 8.4432721 49.0095839, 8.4433197 49.0095577, 8.443508 49.0097047, 8.4438352 49.0095245, 8.4435393 49.0092933, 8.4435238 49.0092812, 8.4434139 49.0091953, 8.4433486 49.0092313, 8.44337 49.009248, 8.4431076 49.0093925, 8.4430602 49.0094186))",,,,,,,,,Autohaus Werner Beier GmbH,Karlsruhe,DE,21,76131,Heinrich-Wittmann-Straße,,,,LA-KA,,,,,,,,,"[1225082695, 1225083091, 1225082661, 1225082898, 1225083040, 3045175253, 7418900805, 6205814439, 3045175252, 6205814435, 6205814440, 1225082930, 1225082695]",,,retail,,,,,,,concrete,,,1978,,,,,,flat,,,,,,,,,,,,,,,,#EEEEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106747272,"POLYGON ((8.4381878 49.0140381, 8.4383074 49.013835, 8.4382192 49.0138126, 8.4381814 49.0138031, 8.4380863 49.0139645, 8.4380618 49.0140062, 8.4381878 49.0140381))",,,,,,,,,,Karlsruhe,DE,5,76131,Ostring,,,,,,,,,,,,,"[1227755261, 1227755193, 7835874194, 1227755049, 4998372690, 1227755174, 1227755261]",,,retail,1,,,,,,grass,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,flat,,,,,,,,,,,,,,,,#800000,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107332493,"POLYGON ((8.4449324 48.9964255, 8.4449042 48.9963579, 8.4448073 48.9963753, 8.4448354 48.9964428, 8.4449324 48.9964255))",yes,,Snackeria,,,"Mo-Fr 07:00-14:00; Sa-Su,PH off",,,Houtmann,Karlsruhe,DE,9,76227,Ottostraße,,bakery,,,,,2023-06-12,,,,,,"[1662631584, 1233835029, 1223321657, 1233835030, 1662631584]",,,retail,1,,,,,,,outside,,,,,,Durlach,,flat,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108006532,"POLYGON ((8.4062995 49.0074515, 8.4063788 49.007467, 8.406375 49.0074969, 8.4064343 49.0074985, 8.4064303 49.0074717, 8.4064617 49.0073896, 8.4063263 49.0073663, 8.406294 49.0074506, 8.4062995 49.0074515))",,,,,,,,,,Karlsruhe,DE,40,76133,Markgrafenstraße,,,,,,,,,,,,,"[1239998548, 1239998415, 1239998492, 1239998421, 1244379227, 1239998483, 1239998525, 8090516649, 1239998548]",,,retail,3,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108248464,"POLYGON ((8.355018 49.0172687, 8.3549763 49.017245, 8.3550541 49.017186, 8.3547576 49.0170178, 8.3544999 49.0172131, 8.3547981 49.0173823, 8.354873 49.0173255, 8.3549134 49.0173484, 8.3548125 49.0174254, 8.3551512 49.0176165, 8.3550992 49.0176561, 8.3553102 49.0177751, 8.3555242 49.0178958, 8.3555761 49.0178562, 8.355635 49.0178894, 8.3561231 49.0175173, 8.3553005 49.0170533, 8.355018 49.0172687))",yes,,Bauhaus,,,Mo-Sa 08:00-20:00,Bauhaus,,,Karlsruhe,DE,4,76185,Neureuter Straße,,doityourself,,,,,,,,,,,"[1242302743, 1242302694, 1242302705, 1242302730, 1242302731, 1242302574, 1242302654, 1242302594, 1049150375, 1242302606, 1242302751, 1242302619, 1242302717, 1242302678, 1049150406, 1049150368, 1049150365, 1242302743]",Q672043,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 721 597170,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108351518,"POLYGON ((8.4083652 49.0067205, 8.4083476 49.0067539, 8.4084339 49.0067318, 8.4084216 49.0067112, 8.4084989 49.0066922, 8.4085336 49.0067519, 8.4082054 49.0068338, 8.4081644 49.0068105, 8.4082208 49.0066909, 8.4083652 49.0067205))",,,Psychosoziale Beratungs- und amb. Behandlungsstell für Suchtkranke,,,,,,,Karlsruhe,,31,76133,Adlerstraße,,,,,,,,,,,,,"[1243475829, 1243475901, 1243476150, 1243475774, 1243475945, 1243476190, 1243475816, 1243476039, 1243476074, 1243475829]",,,retail,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108356930,"POLYGON ((8.4070364 49.0093475, 8.4072104 49.0093413, 8.4072007 49.0092396, 8.40704 49.0092478, 8.4070284 49.0092684, 8.4070364 49.0093475))",,,,,,,,,,Karlsruhe,DE,111,76133,Kaiserstraße,,,,,,,,,,,,,"[1243553414, 1243553367, 1243553121, 1243553309, 1243553245, 1243553414]",,,retail,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108453596,"POLYGON ((8.4069971 49.007568, 8.4069958 49.0075716, 8.4070125 49.0075743, 8.4070096 49.0075821, 8.40711 49.0075983, 8.4071064 49.0076077, 8.4071492 49.0076146, 8.4071508 49.0076106, 8.4071749 49.0076145, 8.4071761 49.0076113, 8.4071939 49.0076142, 8.4071915 49.0076205, 8.4072129 49.007624, 8.407215 49.0076184, 8.40726 49.0076256, 8.4072672 49.0076065, 8.4072774 49.0075794, 8.4072965 49.0075284, 8.4070284 49.0074847, 8.4069971 49.007568))",,,,,,,,,,Karlsruhe,DE,30a,76133,Markgrafenstraße,,,,,,,,,,,,,"[1244379417, 1244379460, 1244379304, 1244379731, 1244379646, 1244379509, 1244379361, 1244379221, 1244379696, 1244379548, 1244379377, 1244379267, 1244379760, 1244379611, 1244379437, 1244379303, 4933277597, 1244379331, 1244379246, 1244379417]",,,retail,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108453602,"POLYGON ((8.4068315 49.0075425, 8.4068267 49.0075564, 8.4068828 49.0075652, 8.4068881 49.0075507, 8.4069971 49.007568, 8.4070284 49.0074847, 8.4068605 49.0074573, 8.4068315 49.0075425))",,,,,,,,,,Karlsruhe,DE,32,76133,Markgrafenstraße,,,,,,,,,,,,,"[1244379375, 1244379753, 1244379608, 1244379535, 1244379417, 1244379246, 1244379671, 1244379375]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
