element_type,osmid,geometry,name,wheelchair,amenity,check_date,operator,ref,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,note,wheelchair:description,fixme,man_made,surveillance,description,brand,opening_hours,parking,nodes,building,building:levels,owner,roof:levels,source:geometry,start_date,building:use,disused:leisure,old_name,roof:shape,brand:wikidata,brand:wikipedia,building:facade:material,check_date:opening_hours,height,shop,source:outline,addr:housename,architect,heritage,office,seamark:building:function,seamark:name,seamark:type,nohousenumber,disused:amenity,indoor_seating,outdoor_seating,takeaway,source,fast_food,roof:material,roof:orientation,building:material,roof:height,last_renovation,building:colour,contact:email,contact:fax,contact:phone,contact:website,payment:cash,payment:girocard,payment:maestro,repair,second_hand,roof:colour,phone,website,lastcheck,addr:source,smoking,email,fax,source:addr,loc_name,heritage:operator,ref:lda,layer,location,historic,access:parking,alt_name,short_name,start_date:description,wikidata,craft,noaddress,healthcare,construction:start_date,disused:building,addr:subdistrict,cuisine,toilets:wheelchair,automated,self_service,diet:vegan,diet:vegetarian,drive_through,internet_access,internet_access:fee,old_operator,ref:note,source:height,operator:type,generator:output:electricity,generator:source,building:min_level,disused:name,contact:mobile,min_height,source:min_height,disused:shop,brewery,min_age,opening_hours:signed,payment:credit_cards,payment:debit_cards,roof:direction,construction,opening_date,ways,type
way,100640846,"POLYGON ((8.3429581 49.017088, 8.3432883 49.0168459, 8.3432567 49.0168274, 8.3431643 49.0167732, 8.342934 49.016942, 8.3428448 49.0170074, 8.3429581 49.017088))",,,,,,,Karlsruhe,DE,8,76189,Werftstraße,,,,,,,,,,,"[1163434948, 1163436965, 1437685368, 1163436581, 1163437125, 1163435193, 1163434948]",commercial,1,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,along,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100640864,"POLYGON ((8.3424966 49.016649, 8.3424993 49.0167013, 8.3426676 49.0166976, 8.342665 49.0166453, 8.3424966 49.016649))",,,,,,,,,,,,,,,,,,,,,,"[1163437145, 1163436036, 1163436399, 1163436869, 1163437145]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100640875,"POLYGON ((8.3435632 49.0163636, 8.3436834 49.0163461, 8.3437125 49.0163418, 8.3437792 49.0163321, 8.3437164 49.0161473, 8.3434925 49.01618, 8.3435553 49.0163648, 8.3435632 49.0163636))",,,,,,,,,,,,,,,,,,,,,,"[5215129408, 5215129407, 6680278010, 1163435977, 1163436528, 6680278012, 1163436277, 5215129408]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100640900,"POLYGON ((8.342934 49.016942, 8.3428115 49.0168548, 8.3427135 49.016914, 8.3428448 49.0170074, 8.342934 49.016942))",,,,,,,,,,,,,,,,,,,,,,"[1163437125, 1163436519, 1163435525, 1163435193, 1163437125]",commercial,1,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,along,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100640928,"POLYGON ((8.3346549 49.0166316, 8.3346612 49.01678, 8.334655 49.0167801, 8.3346582 49.0168559, 8.3353415 49.0168434, 8.335332 49.0166192, 8.3346549 49.0166316))",Rhenus Port Logistics,,,,Raben Trans European Germany GmbH,,Karlsruhe,DE,20,76189,Werftstraße,,,,,,,,,,,"[1163436724, 7549631349, 1163437005, 1163435604, 1163435937, 1163436249, 1163436724]",commercial,2,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,#a0acc3,,,,,,,,,,#bfc3cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100640944,"POLYGON ((8.3406068 49.0162486, 8.340611 49.0163358, 8.3407171 49.0163336, 8.3407175 49.0163415, 8.3407839 49.0163401, 8.3407793 49.016245, 8.3406068 49.0162486))",,,,,,,,,,,,,,,,,,,,,,"[1163436839, 1163435664, 3853310990, 1163435996, 3853310991, 1163436322, 1163436839]",commercial,2,,,,,,,,hipped,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,roof_tiles,,plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100640950,"POLYGON ((8.3416544 49.0164191, 8.3416697 49.0167194, 8.3424993 49.0167013, 8.3424966 49.016649, 8.342484 49.016401, 8.3416544 49.0164191))",Halle 7,,,,Rhenus Port Logistics,,,,,,,,,,,,,,,,,"[1163436602, 1163435537, 1163436036, 1163437145, 1163436184, 1163436602]",commercial,,,,,,,,,gabled,,,,,9,,,,,,,,,,,,,,,,,,along,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100661398,"POLYGON ((8.3432739 49.0143209, 8.343332 49.014341, 8.3433 49.0143808, 8.3434954 49.0144483, 8.3435302 49.014405, 8.3435827 49.0144231, 8.3435885 49.0144159, 8.3436724 49.0143112, 8.3433638 49.014209, 8.3432739 49.0143209))",,,,,,,Karlsruhe,DE,4,76189,Hochbahnstraße,,,,,,,,,,,"[1163707078, 1436695636, 1436695637, 1436695639, 1436695638, 1163706954, 1163707515, 1163707610, 1163707558, 1163707078]",commercial,,,,"Maps4BW, LGL-BW, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100661413,"POLYGON ((8.3439165 49.0144323, 8.3436724 49.0143112, 8.3435885 49.0144159, 8.343756 49.0144997, 8.3438264 49.0145128, 8.3439165 49.0144323))",,,,,,,,,,,,,,,,,,,,,,"[1163707715, 1163707610, 1163707515, 4425389506, 1163707383, 1163707715]",commercial,,,,"Maps4BW, LGL-BW, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,101065408,"POLYGON ((8.4044993 48.9993626, 8.4044959 48.9994097, 8.4044946 48.9994268, 8.4044916 48.999468, 8.4045346 48.9994694, 8.4045334 48.9994867, 8.4048227 48.9994958, 8.4048316 48.999373, 8.4044993 48.9993626))",,,,,,,,,1,,Augartenstraße,,,,,,,,,,,"[1166990724, 6579711753, 6579711752, 1166990146, 4825738757, 4825738756, 1166989945, 1166990398, 1166990724]",commercial,3,,,"Maps4BW, LGL, www.lgl-bw.de",1965,,,,flat,,,,,,,,,Backhaus + Brosinsky,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lda,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,101266125,"POLYGON ((8.3820336 49.0447227, 8.3818895 49.044637, 8.3818218 49.0446874, 8.3817119 49.0447679, 8.3817424 49.0447876, 8.3817986 49.0448208, 8.3818874 49.0448739, 8.3819455 49.0449082, 8.3819592 49.0449163, 8.3821263 49.0450153, 8.382078 49.0450503, 8.3821045 49.045066, 8.3821546 49.0450297, 8.3823312 49.0451343, 8.3822804 49.0451711, 8.3823078 49.0451874, 8.3823602 49.0451494, 8.3824128 49.0451805, 8.3824351 49.0451937, 8.3826222 49.045058, 8.3826037 49.045047, 8.3820436 49.0447154, 8.3820336 49.0447227))",,,,,,,Karlsruhe,DE,39,76149,Bärenweg,,,,,,,,,,,"[2479173373, 1168866190, 1168865985, 2479173375, 1168866152, 1168865989, 2479173379, 2479173380, 1168866050, 1447502876, 1447502882, 1447502884, 1447502878, 1447502887, 1447502889, 1447502892, 1447502888, 1168866096, 1168866211, 1168866045, 26001671, 2479173371, 2479173373]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,101266136,"POLYGON ((8.3818116 49.0450047, 8.3817983 49.0450143, 8.3817795 49.0450278, 8.3816727 49.0451046, 8.3816667 49.045109, 8.3815774 49.0451733, 8.3814336 49.0450871, 8.3813609 49.0450446, 8.3813607 49.0450193, 8.381465 49.0449435, 8.3815247 49.044902, 8.3815713 49.044902, 8.381643 49.0449464, 8.3816625 49.0449325, 8.3816765 49.0449225, 8.3818116 49.0450047))",,,,,,,Karlsruhe,DE,35,76149,Bärenweg,,,,,,,,,,,"[1447502874, 7217117808, 1447502877, 1447502885, 1447502891, 9493876391, 9493876390, 1168866007, 1168866129, 2970246069, 1168866016, 1168866008, 2479173383, 7217117809, 2479173382, 1447502874]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,-1,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102167817,"POLYGON ((8.4474655 49.0096257, 8.4472457 49.009611, 8.4473086 49.0092061, 8.4474461 49.0092153, 8.4475284 49.0092208, 8.4474655 49.0096257))",,,,,,,,,,,,,,,,,,,,,,"[1179188703, 1179188769, 1179188633, 6352196343, 1179188767, 1179188703]",commercial,,,,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de);",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102167968,"POLYGON ((8.4465303 49.0089516, 8.4465677 49.0087266, 8.4462782 49.0087059, 8.4461635 49.0086977, 8.4460278 49.0086879, 8.4459904 49.008913, 8.4459977 49.0089135, 8.4460529 49.0089175, 8.4461261 49.0089227, 8.4465303 49.0089516))",,,,,,,,,,,,,,,,,,,,,,"[1179192061, 1179192004, 6352196357, 7527304582, 1179192069, 6352196640, 1179192015, 1179192010, 7527304581, 1179192061]",commercial,,,,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de); bing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102167969,"POLYGON ((8.445805 49.0075856, 8.4457927 49.0076595, 8.4456346 49.0076482, 8.4456468 49.0075743, 8.4456515 49.0075746, 8.445805 49.0075856))",,,,,,,,,,,,,,,,,,,,,,"[6352196666, 1179191991, 1179192064, 6352196664, 6352196665, 6352196666]",commercial,,,,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102167971,"POLYGON ((8.4448011 49.0083774, 8.4448735 49.007942, 8.4453291 49.0079745, 8.4452388 49.0085183, 8.4449466 49.0084974, 8.4449646 49.0083891, 8.4448011 49.0083774))",,,,,,,Karlsruhe,DE,39,76137,Am Großmarkt,,,,Hausnummer hat sich durch Straßenumbenennung ggf. geändert,,,,,,,"[1179192075, 1179191988, 1179192054, 1179192017, 1179191987, 1179192008, 1179192075]",commercial,,,,,,,,,gabled,,,,,9,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,metal,along,metal,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102167972,"POLYGON ((8.444648 49.0077405, 8.4446757 49.0075733, 8.445155 49.0076076, 8.4451273 49.0077747, 8.444648 49.0077405))",,,,,,,Karlsruhe,DE,39a,76137,Am Großmarkt,,,,Hausnummer hat sich durch Straßenumbenennung ggf. geändert,,,,,,,"[1179191994, 6254644902, 6254644901, 1179192001, 1179191994]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102168961,"POLYGON ((8.4430373 49.0062544, 8.4430846 49.0063628, 8.4431141 49.0064303, 8.4431249 49.0064551, 8.4431386 49.0064525, 8.4431511 49.0064522, 8.4431522 49.0064689, 8.4431533 49.0064856, 8.4431408 49.006486, 8.4431386 49.0064864, 8.4431713 49.0065614, 8.4431542 49.0065646, 8.4428731 49.0066173, 8.4428531 49.0065714, 8.4427666 49.0063733, 8.4427568 49.0063509, 8.4427915 49.0063444, 8.4427738 49.0063039, 8.4430373 49.0062544))",Audi Gebrauchtwagen :plus,,,,Graf Hardenberg GmbH,,Karlsruhe,DE,83,76131,Gerwigstraße,,,,,,,,,,,"[1179196746, 3791140277, 1179196675, 7041905052, 7041905051, 7041905048, 3791140283, 7041905050, 7041905049, 7041905053, 7041918608, 1179196741, 1239263959, 3791140286, 3791140278, 3791140276, 3791140275, 3791140272, 1179196746]",commercial,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",2004,,,,round,,,,,,,,,,,,,,,,,,,,,,metal,,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102168965,"POLYGON ((8.4444506 49.0075007, 8.4444552 49.0074728, 8.4444613 49.0074363, 8.4445134 49.0071221, 8.4445291 49.0070273, 8.4445327 49.0070057, 8.4445703 49.0067791, 8.4448047 49.0067958, 8.444685 49.0075175, 8.4445614 49.0075086, 8.4444506 49.0075007))",,,,,,,,,,,,,,,,,,,,,,"[1179196664, 6254644892, 1239263973, 1239263968, 7041905005, 7041905040, 1179196667, 1179196721, 1179192066, 4718761381, 1179196664]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102168966,"POLYGON ((8.4455661 49.0065558, 8.4453985 49.0075664, 8.4452865 49.0075584, 8.4451646 49.0075497, 8.4452846 49.0068261, 8.4452619 49.0068245, 8.4452694 49.0067794, 8.4452922 49.0066421, 8.4453095 49.0065375, 8.4454543 49.0065478, 8.4455661 49.0065558))",,,,,,,,,,,,,,,,,,,,,,"[1179196679, 1179196734, 6352342868, 1179192053, 1179196701, 6254644900, 1179196726, 6352312696, 1179196718, 6352312698, 1179196679]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102168972,"POLYGON ((8.4452846 49.0068261, 8.4451646 49.0075497, 8.445155 49.0076076, 8.4446757 49.0075733, 8.444685 49.0075175, 8.4448047 49.0067958, 8.4448053 49.0067919, 8.4448223 49.0067932, 8.4452619 49.0068245, 8.4452846 49.0068261))",,,,,,,,,,,,,,,,,,,,,,"[1179196701, 1179192053, 6254644901, 6254644902, 1179192066, 1179196721, 6254644899, 1179196745, 6254644900, 1179196701]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102687225,"POLYGON ((8.428446 49.0130721, 8.4284584 49.0129988, 8.4284656 49.0129565, 8.4285925 49.0129658, 8.4285854 49.013008, 8.4285729 49.0130813, 8.428446 49.0130721))",,,,,,,,,,,,,,,,,,,,,,"[1185959138, 3588430241, 1185959163, 1185959237, 3575330097, 1185959140, 1185959138]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102687235,"POLYGON ((8.428449 49.0127891, 8.4285122 49.0127935, 8.4285052 49.0128361, 8.428442 49.0128316, 8.428449 49.0127891))",,,,,,,,,,,,,,,,,,ehemaliges Waaghäuschen,,,,"[1185959157, 1185959203, 1185959167, 1185959135, 1185959157]",commercial,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weigh_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102687241,"POLYGON ((8.4283372 49.0127817, 8.4283619 49.0128013, 8.4283563 49.0128357, 8.4282803 49.0128304, 8.4282581 49.0128123, 8.4282639 49.0127765, 8.4283372 49.0127817))",,,,,,,,,,,,,,,,,,,,,,"[1185959133, 1185959211, 1185959239, 1185959189, 1185959201, 1185959151, 1185959133]",commercial,1,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102687401,"POLYGON ((8.4282506 49.0130117, 8.4282803 49.0128304, 8.4283563 49.0128357, 8.428338 49.0129472, 8.428323 49.0130389, 8.4282506 49.0130117))",,,,,,,,,,,,,,,,,,,,,,"[1185962844, 1185959189, 1185959239, 1185959190, 1185962840, 1185962844]",commercial,1,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,skillion,,,,,,,,,,,,,,,,,,,,,,metal,,sandstone,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102702613,"POLYGON ((8.4298442 49.0134693, 8.4298652 49.0134893, 8.4298597 49.0134985, 8.4298948 49.0135076, 8.4299003 49.0134984, 8.4299576 49.0135133, 8.4299521 49.0135225, 8.4299678 49.0135265, 8.4299258 49.0135962, 8.4299051 49.0136304, 8.4297367 49.0135858, 8.4298106 49.0134686, 8.4297794 49.0134602, 8.4298089 49.0133412, 8.4298637 49.0133471, 8.4298743 49.0133482, 8.4298442 49.0134693))",,,,,,,Karlsruhe,DE,34,76131,Haid-und-Neu-Straße,,,,,,,,,,,"[6051709045, 6051709046, 1186180552, 6051709044, 6051709042, 6051709041, 6051709043, 1186180554, 3154541719, 1186180589, 1186180588, 6051709047, 8118538752, 1371199577, 1186180544, 8118538754, 6051709045]",commercial,4,,1,,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103011625,"POLYGON ((8.4766969 49.0181817, 8.4768965 49.0180905, 8.4765603 49.0177741, 8.4763775 49.0178575, 8.4763607 49.0178652, 8.4766969 49.0181817))",,,,,,,Karlsruhe,DE,21,76227,Auf der Breit,Durlach,,,,,,,,,,"[1189477029, 1189477195, 1189477627, 5683087946, 1189477436, 1189477029]",commercial,3,,0,,,,,,,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103011628,"POLYGON ((8.4780998 49.0176101, 8.4785113 49.0175529, 8.4784666 49.0174145, 8.4780551 49.0174716, 8.4780998 49.0176101))",,,,,,,Karlsruhe,DE,13,76227,Auf der Breit,Durlach,,,,,,,,,,"[1189476739, 1189476979, 1189477354, 1189477727, 1189476739]",commercial,1,,1,,,,,,,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103011715,"POLYGON ((8.4771494 49.0177569, 8.4774398 49.017625, 8.4771658 49.0173655, 8.4768754 49.0174974, 8.4771494 49.0177569))",,,,,,,Karlsruhe,DE,17,76227,Auf der Breit,Durlach,,,,,,,,,,"[1189477479, 1189477652, 1189477092, 1189477514, 1189477479]",commercial,2,,,,,,,,,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103011725,"POLYGON ((8.4778253 49.020513, 8.4782614 49.0206472, 8.4783691 49.0204967, 8.477933 49.0203625, 8.4778253 49.020513))",,,,,aluplast GmbH,,Karlsruhe,DE,5,76227,Auf der Breit,Durlach,,,,,,,,,,"[1189477095, 1189477232, 1189477665, 1189476737, 1189477095]",commercial,1,,,,,,,,gabled,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,,,,,metal,,,,,#ffff00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103313581,"POLYGON ((8.4061964 48.9959334, 8.4060939 48.9959336, 8.4060944 48.9960371, 8.4060949 48.9961179, 8.4060955 48.9962292, 8.406198 48.9962289, 8.4061972 48.996076, 8.406197 48.9960469, 8.4061964 48.9959334))",,,,,,,,,126,,Rüppurrer Straße,,,,,,,,,,,"[1193062103, 1193063074, 1480609273, 1193062341, 1245765483, 1193061836, 7036600278, 1193062051, 1193062103]",commercial,1.5,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,Maps4BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104994860,"POLYGON ((8.4469057 48.9908837, 8.4468706 48.990789, 8.4468547 48.9907462, 8.4471697 48.9906958, 8.447208 48.9907991, 8.446969 48.9908373, 8.4469817 48.9908715, 8.4469057 48.9908837))",,,,,,,Karlsruhe,DE,3c,76227,Wachhausstraße,Durlach,,,,,,,,,,"[1210499787, 4363326846, 1210500272, 1210499749, 1210499668, 1210499925, 1210499784, 1210499787]",commercial,1,,0,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104994864,"POLYGON ((8.4472389 48.9907644, 8.447211 48.9906892, 8.4473857 48.9906613, 8.4474467 48.9908254, 8.4473576 48.9908397, 8.4473246 48.9907507, 8.4472389 48.9907644))",,,,,,,,,,,,,,,,,,,,,,"[1210499966, 1210499733, 1210500046, 1210499911, 1210500252, 1210500129, 1210499966]",commercial,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,LA-KA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104994865,"POLYGON ((8.4470881 48.9902529, 8.4469438 48.9898644, 8.4467632 48.9898933, 8.4467475 48.9898513, 8.4464935 48.9898919, 8.4465073 48.9899292, 8.4460125 48.9900084, 8.4460495 48.9901079, 8.4461287 48.9903214, 8.4461585 48.9904016, 8.446444 48.9903559, 8.4470881 48.9902529))",,,,,,,,,,,,,,,,,,,,,,"[1210500326, 1210500036, 1210499893, 1210500242, 1210499758, 1210500101, 1210499935, 1210500060, 1210499681, 1210500304, 1210500133, 1210500326]",commercial,1,,0,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104994890,"POLYGON ((8.4461542 48.99086, 8.4462249 48.9908794, 8.4462491 48.9908415, 8.4461784 48.9908221, 8.4461542 48.99086))",,,,,,,,,,,,,,,,,,,,,,"[1210500175, 1210500013, 1210499609, 1210500221, 1210500175]",commercial,1,,0,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104994893,"POLYGON ((8.4453332 48.9907568, 8.4453616 48.9907144, 8.4453736 48.9907188, 8.445454 48.9907415, 8.4454258 48.9907835, 8.4453332 48.9907568))",,,,,,,,,,,,,,,,,,,,,,"[1210499887, 1210500348, 1210500301, 1210499926, 1210499991, 1210499887]",commercial,1,,0,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104994897,"POLYGON ((8.4458405 48.9908388, 8.4459655 48.9908742, 8.4460194 48.9907921, 8.4459639 48.9907764, 8.4459862 48.9907425, 8.4459167 48.9907229, 8.4458405 48.9908388))",,,,,,,,,,,,,,,,,,,,,,"[1210500340, 1210499785, 1210499700, 1210499983, 1210499847, 1210500179, 1210500340]",commercial,2,,1,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104994902,"POLYGON ((8.4465222 48.9897733, 8.4460757 48.9898433, 8.4460561 48.9897861, 8.4460844 48.9897376, 8.4464873 48.9896768, 8.4465222 48.9897733))",,,,,,,,,,,,,,,,,,,,,,"[1210500041, 1210499779, 1210499696, 1210499965, 1210500176, 1210500041]",commercial,1,,0,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104994908,"POLYGON ((8.4452758 48.9908426, 8.4453332 48.9907568, 8.4454258 48.9907835, 8.4458187 48.9908968, 8.4457613 48.9909826, 8.4452758 48.9908426))",,,,,,,,,,,,,,,,,,,,,,"[1210500173, 1210499887, 1210499991, 1210500223, 1210500093, 1210500173]",commercial,1,,0,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
