element_type,osmid,operator,geometry,amenity,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,wheelchair,nodes,building,building:levels,brand,brand:wikidata,brand:wikipedia,check_date:opening_hours,name,opening_hours,roof:levels,roof:shape,shop,toilets:wheelchair,wheelchair:description,survey:date,check_date,disused:shop,old_name,internet_access,toilets,roof:height,source,building:colour,roof:colour,contact:email,contact:phone,contact:website,addr:suburb,cuisine,indoor_seating,internet_access:fee,outdoor_seating,payment:american_express,payment:cash,payment:contactless,payment:cryptocurrencies,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:v_pay,payment:visa,smoking,source:date,takeaway,nohousenumber,wikidata,wikipedia,roof:orientation,building:roof,diet:vegan,diet:vegetarian,layer,contact:fax,height,automated,self_service,start_date,website,location,fixme
way,91841158,,"POLYGON ((6.6172164 49.7414762, 6.616696 49.7418552, 6.6171728 49.7421301, 6.6171141 49.7421728, 6.6177871 49.7425609, 6.6178531 49.7425129, 6.618124 49.7426691, 6.6188251 49.7421585, 6.6185112 49.7419775, 6.6183264 49.7421121, 6.6180082 49.7419286, 6.6181919 49.7417948, 6.6177802 49.7415574, 6.6175933 49.7416935, 6.6172164 49.7414762))",,Trier,DE,1,54294,Nikolaus-Theis-Straße,yes,"[1603961184, 1067275575, 1601450887, 1601450892, 1601450939, 1601450932, 1067275577, 1067275563, 1601450875, 1601450885, 1601450859, 1601450858, 1603961197, 1603961249, 1603961184]",retail,1,Hornbach,Q685926,en:Hornbach (retailer),2022-07-30,Hornbach,Mo-Sa 07:00-20:00; PH off,,,doityourself,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96258916,,"POLYGON ((6.5945526 49.7208276, 6.59442 49.7209752, 6.5949137 49.7211606, 6.5950463 49.721013, 6.5945526 49.7208276))",,Trier,DE,11b,54294,Monaiser Straße,,"[1115783465, 1115782197, 1115782630, 1115783158, 1115783465]",retail,2,,,,,11teamsports,Mo-Fr 10:00-18:30; Sa 10:00-16:00,,gabled,sports,,,,,,Sport Fleck,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96258963,,"POLYGON ((6.5855308 49.7214862, 6.585647 49.7213848, 6.5857449 49.7212994, 6.585738 49.7212894, 6.5854733 49.7211655, 6.5852574 49.7213583, 6.5855308 49.7214862))",,,,,,,,"[1115783285, 1115782890, 1115783371, 10836597543, 1115782380, 1115782943, 1115783285]",retail,1,,,,,,,,pyramidal,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96258987,,"POLYGON ((6.5937818 49.7213028, 6.5940322 49.7214048, 6.5941027 49.7214285, 6.5942683 49.7212602, 6.5939445 49.721127, 6.5937818 49.7213028))",,,,,,,,"[1115782548, 10829125686, 1115782826, 1115783437, 1115782352, 1115782548]",retail,2,,,,,,,,gabled,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97075633,,"POLYGON ((6.6597922 49.771852, 6.6598928 49.7716238, 6.6604926 49.7717331, 6.6605753 49.7715475, 6.660997 49.7716235, 6.6610611 49.7714804, 6.661324 49.7715285, 6.6613159 49.7715441, 6.6627011 49.771799, 6.6628153 49.77182, 6.662831 49.7718229, 6.6632753 49.7720268, 6.6631648 49.7722701, 6.6630065 49.7722442, 6.6629543 49.7723639, 6.662604 49.7723444, 6.6621945 49.7723204, 6.6622014 49.7722727, 6.6619103 49.7722198, 6.6612731 49.7721011, 6.6612519 49.7721451, 6.6608945 49.7720828, 6.6609076 49.7720501, 6.6608538 49.7720416, 6.6608229 49.7721138, 6.6599122 49.771947, 6.6599391 49.7718805, 6.6597922 49.771852))",,Trier,DE,1,54292,Castelforte-Straße,yes,"[1124697561, 1124697562, 1124697563, 1124697565, 1124697566, 1124697567, 2031731388, 2031731395, 2035574370, 2035574371, 1124697569, 1124697571, 2031731616, 2031731610, 1124697578, 2031731639, 2031731631, 2031731617, 2031731603, 2031731570, 2031731584, 2031731563, 2031731554, 1124697579, 1124697580, 1124697582, 1124697583, 1124697561]",retail,,Globus Baumarkt,Q457503,de:Globus Holding,,Globus Baumarkt,Mo-Sa 08:00-20:00,,,doityourself,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104129542,,"POLYGON ((6.6947461 49.7393519, 6.6948711 49.7394914, 6.6951137 49.7397621, 6.6950636 49.7397808, 6.6949581 49.7398203, 6.6948899 49.7398459, 6.6949184 49.7398777, 6.6950437 49.7400175, 6.6944147 49.7402529, 6.6943767 49.7402105, 6.6940631 49.7403278, 6.6940064 49.7402645, 6.6940493 49.7402485, 6.6938252 49.7399985, 6.6946341 49.7396957, 6.6944315 49.7394696, 6.6947461 49.7393519))",,,,,,,,"[1201533562, 5172636269, 1201533563, 8554561553, 8554561552, 1201533564, 8554561551, 1201533566, 1201533568, 1201533571, 1201533574, 5172636281, 5172636280, 1201533576, 1201533579, 1201533583, 1201533562]",retail,1,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104129543,,"POLYGON ((6.6950284 49.7394547, 6.6952442 49.739374, 6.6955315 49.7392665, 6.6956721 49.7392138, 6.6957697 49.7391773, 6.695815 49.7392278, 6.6959849 49.7391642, 6.6960621 49.7392503, 6.6959547 49.7392904, 6.69606 49.7394079, 6.6952561 49.7397088, 6.695232 49.7396819, 6.6950614 49.7394916, 6.6950284 49.7394547))",,,,,,,,"[1201533592, 8554563928, 8554591624, 5172636258, 1201533593, 10757557990, 10757557989, 1201533594, 1201533596, 1201533597, 1201533600, 8554561554, 8554563927, 1201533592]",retail,1,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106552164,,"POLYGON ((6.6600661 49.7728052, 6.6601892 49.7724869, 6.660505 49.7725378, 6.660487 49.7725843, 6.6615604 49.7727574, 6.6626394 49.7729314, 6.6626582 49.7728827, 6.6634793 49.7730151, 6.6633918 49.7732415, 6.663511 49.7732608, 6.6634779 49.7733464, 6.6635077 49.7733512, 6.6634211 49.7735752, 6.6627266 49.7734632, 6.6619678 49.7733409, 6.661985 49.7732962, 6.661258 49.773179, 6.6612754 49.773134, 6.6609423 49.7730802, 6.6609587 49.7730378, 6.6603435 49.7729386, 6.6603604 49.7728949, 6.6602191 49.7728721, 6.6602345 49.7728324, 6.6600661 49.7728052))",,Trier,DE,160-168,54292,Zurmaiener Straße,yes,"[1225679902, 1621375992, 1621376016, 1621376030, 2097993829, 1621376166, 1621376147, 1621376206, 1225679882, 1225679858, 2097993832, 2097993833, 1225679825, 1225679907, 1621376328, 1621376321, 1225679820, 1225679892, 2097993831, 2097993830, 1225679866, 1225679830, 1621376140, 1621376102, 1225679902]",retail,,,,,,Ratio,,,,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106686321,,"POLYGON ((6.5998042 49.7300273, 6.6007568 49.7293043, 6.6006293 49.7292337, 6.6000392 49.728907, 6.5990866 49.72963, 6.5998042 49.7300273))",,Trier,DE,12-18,54294,Gottbillstraße,,"[1227191110, 208538846, 1580831181, 208538848, 1227191116, 1227191110]",retail,1,,,,,,,,flat,,,,,,supermarket,Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107321282,,"POLYGON ((6.6869131 49.7441606, 6.6868878 49.7441852, 6.6869017 49.744224, 6.6869228 49.7442217, 6.6869385 49.7442591, 6.6868578 49.744275, 6.6868493 49.744266, 6.6868088 49.7442733, 6.6867779 49.744189, 6.6866527 49.7441457, 6.6866823 49.7441123, 6.6867019 49.7441149, 6.6867223 49.7440867, 6.6868014 49.744114, 6.6868491 49.7440561, 6.6869795 49.7440987, 6.6869131 49.7441606))",,,,,,,,"[1233730212, 1203166662, 1642959590, 1203166686, 1642959594, 1642959598, 1642959596, 1203166687, 1203166689, 1203166691, 1642959578, 1642959579, 1203166693, 1203166697, 1642959571, 1642959577, 1233730212]",retail,3,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108128409,,"POLYGON ((6.6883507 49.7428818, 6.6883678 49.7428779, 6.6883624 49.7428604, 6.6883192 49.7428445, 6.6883255 49.7428394, 6.6882756 49.742825, 6.6882642 49.7428476, 6.6879125 49.7429085, 6.6879148 49.7429241, 6.6877881 49.7430649, 6.6878823 49.7430985, 6.6879091 49.7430712, 6.6878977 49.7430688, 6.6879316 49.7430354, 6.6879883 49.743025, 6.6879909 49.7430339, 6.6883071 49.7429797, 6.6883185 49.7430003, 6.6883336 49.7429971, 6.6883403 49.7430148, 6.6883296 49.7430157, 6.6883403 49.7430415, 6.6883695 49.743037, 6.688408 49.7430294, 6.6883507 49.7428818))",,,,,,,,"[8047999100, 8047999099, 8047999098, 8047999097, 8047999096, 8047999095, 8047999094, 8047999093, 8047999092, 8047999091, 8047999090, 8047999128, 8047999127, 8047999126, 8047999125, 8047999124, 8047999123, 8047999122, 8047999121, 8047999120, 8047999119, 8047999102, 8047999103, 8047999101, 8047999100]",retail,1,,,,,,,,flat,,,,,,,,,,,,red,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108338720,,"POLYGON ((6.6873495 49.743298, 6.687419 49.7432206, 6.6874349 49.7432279, 6.6875465 49.7431054, 6.6876323 49.7431381, 6.6874513 49.7433367, 6.6873495 49.743298))",,,,,,,,"[8047999024, 8047999023, 8047999055, 8047999054, 8047999026, 8047999025, 8047999024]",retail,1,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108338735,,"POLYGON ((6.6874333 49.7434662, 6.6875249 49.7435022, 6.6874647 49.7435661, 6.6874512 49.7435804, 6.6873597 49.7435443, 6.6874333 49.7434662))",,,,,,,,"[8047999085, 8047999084, 8047999148, 8047999087, 8047999086, 8047999085]",retail,1,,,,,,,,flat,,,,,,,,,,,,blue,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108338740,,"POLYGON ((6.6875333 49.7433667, 6.6877038 49.7431706, 6.6877568 49.7431898, 6.6875862 49.7433859, 6.6875333 49.7433667))",,Trier,,23,54296,Im Treff,,"[8047999089, 8047999088, 8047999132, 8047999131, 8047999089]",retail,1,,,,,,,,flat,,,,,,,,,,,,blue,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,113971134,,"POLYGON ((6.6030784 49.7308088, 6.6027566 49.7309863, 6.6028036 49.7310221, 6.6021572 49.7313788, 6.6027911 49.7318614, 6.6028122 49.7318498, 6.6030043 49.7319961, 6.6038515 49.7315286, 6.603903 49.7315678, 6.6039149 49.7315613, 6.6039953 49.7316225, 6.6040867 49.7315721, 6.6041731 49.7315244, 6.6039866 49.7313825, 6.6038966 49.7314322, 6.6037529 49.7313269, 6.6039356 49.731227, 6.6039853 49.7312652, 6.6042287 49.7311321, 6.6041714 49.7310881, 6.6043706 49.7309791, 6.6045294 49.7311011, 6.6045892 49.7310683, 6.6044403 49.730954, 6.6045807 49.7308772, 6.604442 49.7307705, 6.6045222 49.7307266, 6.6041971 49.7304769, 6.60425 49.7304479, 6.6040985 49.7303315, 6.6040347 49.7303665, 6.6039189 49.7302775, 6.6038495 49.7303155, 6.6033298 49.7299163, 6.6027753 49.7302195, 6.6029612 49.7303623, 6.6026902 49.7305105, 6.6030784 49.7308088))",,Trier,DE,234,54294,Luxemburger Straße,,"[1291636721, 1640905670, 1640905672, 1291636757, 1291637058, 1640905868, 1640905873, 1640905792, 1640905799, 1640905797, 1640905816, 5953529328, 1640905787, 1640905735, 1291636879, 1640905727, 1640905704, 1640905713, 1640905692, 1640905682, 1640905665, 208538878, 1640905674, 1640905654, 208538876, 1640905647, 1640905645, 1640905630, 1640905628, 1640905623, 1640905625, 1640905614, 1640905617, 1640905590, 1640905612, 1640905624, 1640905632, 1291636721]",retail,2,Bauhaus,Q672043,en:Bauhaus (company),,Bauhaus,Mo-Sa 07:00-20:00,,flat,doityourself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,113971156,,"POLYGON ((6.6022435 49.7295981, 6.6028653 49.7299589, 6.6031882 49.729725, 6.6032222 49.7297004, 6.6026004 49.7293396, 6.6025594 49.7293694, 6.6022435 49.7295981))",,,,,,,,"[1291637153, 1291636878, 1640905576, 1291636719, 1291637238, 1640905554, 1291637153]",retail,2,,,,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,113971172,,"POLYGON ((6.5998037 49.7302486, 6.6004421 49.7306221, 6.6020794 49.7294463, 6.601839 49.7293056, 6.6019698 49.7292117, 6.6018221 49.7291252, 6.6016958 49.729216, 6.6014454 49.7290695, 6.5998037 49.7302486))",,Trier,,232,54294,Luxemburger Straße,,"[1291636850, 1291637204, 1291636906, 1640905545, 1640905535, 1640905522, 1640905536, 1291636744, 1291636850]",retail,2,,,,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124425518,,"POLYGON ((6.6554382 49.7652235, 6.6557174 49.7654046, 6.6551744 49.7657685, 6.6551041 49.7657241, 6.6550553 49.7657561, 6.6548378 49.7656201, 6.6554382 49.7652235))",,Trier,DE,15,54292,Thyrsusstraße,,"[1385019317, 1385019319, 1385019467, 1385019327, 1385019309, 1385019404, 1385019317]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124433275,,"POLYGON ((6.6576029 49.7709553, 6.6578139 49.7710543, 6.6580552 49.7708302, 6.6584075 49.7709819, 6.6593014 49.7701654, 6.6593722 49.7701029, 6.6588277 49.76985, 6.6576029 49.7709553))",,Trier,DE,8,54292,Castelforte-Straße,yes,"[1385111081, 1385111198, 1385111687, 1385111399, 1385111651, 1862690694, 1385111466, 1385111081]",retail,2,,,,,Möbelfundgrube,Mo-Sa 10:00-19:00; PH off,,,furniture,,Inkl. Aufzug um auf die erste Etage zu gelangen,,,,,,,,,,,trier@moebel-fundgrube.de,+49 651 170370,https://moebel-fundgrube.de/filiale-trier/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124433283,ViVi Happy Food GmbH,"POLYGON ((6.6558315 49.7713591, 6.6556552 49.7713282, 6.6556384 49.7713692, 6.6555956 49.7713643, 6.6557519 49.7709868, 6.6559756 49.7710235, 6.6558315 49.7713591))",fast_food,Trier,,153b,54292,Zurmaiener Straße,yes,"[1385111559, 1385111469, 1385111450, 1385111330, 1385111659, 1385111178, 1385111559]",retail,1,McDonald's,Q38076,en:McDonald's,,McDonald's,"PH,Mo-Su 07:00-24:00",,,,,,,,,,wlan,,,http://www.mcdonalds.de/,,,,+49 651 4366160,http://www.mcdonalds.de/,Nells-Ländchen,burger,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,outside,2016-05-12,yes,,,,,,,,,,,,,,,,
way,124433285,,"POLYGON ((6.6568912 49.771386, 6.6571409 49.7714284, 6.6572838 49.771075, 6.6570341 49.7710326, 6.6568912 49.771386))",,,,,,,,"[1385111122, 1385111224, 1385111564, 1385111288, 1385111122]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124433293,,"POLYGON ((6.657559 49.7711439, 6.6575145 49.7712138, 6.6573544 49.7714652, 6.6571409 49.7714284, 6.6572838 49.771075, 6.6574584 49.7711053, 6.657559 49.7711439))",,,,,,,,"[1385111205, 1862690814, 1385111125, 1385111224, 1385111564, 1385111103, 1385111205]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,125300873,,"POLYGON ((6.6345653 49.7528491, 6.6344191 49.7527844, 6.634531 49.7527117, 6.6347073 49.7528003, 6.6347271 49.7528103, 6.6346439 49.7528843, 6.6346247 49.7528757, 6.6345653 49.7528491))",,,,,,,,"[1392090993, 1392090971, 1392090952, 4567353112, 1392090979, 1392091006, 9974829428, 1392090993]",retail,1,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,125300894,,"POLYGON ((6.6342653 49.7530179, 6.6344127 49.7530692, 6.6344368 49.75308, 6.6345402 49.7529787, 6.6345553 49.7529674, 6.6345332 49.7529593, 6.6344717 49.7529366, 6.6344152 49.7529124, 6.6343677 49.7529453, 6.6342653 49.7530179))",,Trier,DE,11,54290,Karl-Marx-Straße,,"[1392091053, 1500404613, 1392091074, 1392091041, 1392091038, 9974829429, 1392091026, 1392091020, 1392091031, 1392091053]",retail,3,,,,,,,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,125666273,,"POLYGON ((6.6342294 49.7603214, 6.6342992 49.7602573, 6.6345329 49.7603635, 6.6347021 49.7604406, 6.6346323 49.7605047, 6.6345265 49.7604566, 6.6342294 49.7603214))",,,,,,,,"[1395188490, 1395188485, 4612590328, 1395188509, 1395188517, 4612590327, 1395188490]",retail,1,,,,,,,1,mansard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126520347,,"POLYGON ((6.6378688 49.753063, 6.6379562 49.7529279, 6.6380372 49.752793, 6.6380543 49.7527661, 6.6380835 49.7527193, 6.6381072 49.7527273, 6.6382097 49.752754, 6.6381812 49.7528003, 6.6381655 49.7528271, 6.6381902 49.752834, 6.6381769 49.7528582, 6.6380483 49.7530661, 6.6380262 49.7531047, 6.6378688 49.753063))",,Trier,DE,1,54290,Viehmarktplatz,,"[1402379915, 1550576532, 1402379831, 247375491, 1402379796, 1402379801, 1402379812, 247375492, 1402379840, 1402379841, 1402379845, 1402379921, 1402379930, 1402379915]",retail,5,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126520353,,"POLYGON ((6.6388962 49.7530189, 6.6390081 49.7529713, 6.639155 49.7531319, 6.6390397 49.7531741, 6.6388962 49.7530189))",,,,,,,,"[1402379905, 1402379895, 1402379935, 1402379944, 1402379905]",retail,3,,,,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
way,126520418,,"POLYGON ((6.6385851 49.7531453, 6.6385152 49.7532237, 6.6388462 49.7533531, 6.6388729 49.75331, 6.6388281 49.7532505, 6.6385851 49.7531453))",,Trier,,3,54290,Fahrstraße,,"[1402379941, 1402379947, 1402379966, 1402379954, 1402379950, 1402379941]",retail,4,,,,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126531695,,"POLYGON ((6.6426691 49.7544124, 6.6430381 49.7542575, 6.6428186 49.7540316, 6.6426971 49.754082, 6.6426827 49.7540923, 6.6426959 49.7541066, 6.6428218 49.7542379, 6.6426395 49.7543123, 6.6426691 49.7544124))",,,,,,,,"[1402494710, 3346662512, 3346662513, 1402494638, 4492960315, 1402494643, 1402494655, 1402494669, 1402494710]",retail,3,,,,,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126684922,,"POLYGON ((6.6391555 49.7546953, 6.639028 49.7545377, 6.6389643 49.7545592, 6.6388336 49.7543977, 6.6386749 49.7544513, 6.6386935 49.7544742, 6.6387067 49.7544908, 6.6388121 49.7546204, 6.6388304 49.7546434, 6.6385957 49.7547226, 6.6386044 49.7547334, 6.6386832 49.7548307, 6.6386985 49.7548497, 6.6391555 49.7546953))",,Trier,,1-3,54290,Kornmarkt,,"[1403784764, 1403784716, 1403784691, 4580332619, 4580332620, 1403784671, 4577755760, 1403784732, 1403784742, 1403784782, 1403784784, 3328353902, 4581206440, 1403784764]",retail,3,,,,,,,1,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1450745,de:Französisches Casino,,,,,,,,,,,,,
way,126684983,,"POLYGON ((6.6397803 49.754844, 6.6396673 49.7548791, 6.6397651 49.7550276, 6.6399215 49.7549906, 6.6398904 49.7549411, 6.6399883 49.7549171, 6.6401851 49.7548688, 6.6401262 49.7547727, 6.6399221 49.7548245, 6.639882 49.7547654, 6.639762 49.7548015, 6.6397803 49.754844))",,,,,,,,"[1403784816, 1403784830, 4583080326, 1427371013, 1403784838, 4583080331, 1427370992, 1403784797, 4583080335, 4583080334, 1403784805, 1403784816]",retail,4,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126700504,,"POLYGON ((6.6546422 49.761636, 6.654517 49.7617104, 6.654186 49.7614782, 6.6543112 49.7614038, 6.6545003 49.7615365, 6.6545235 49.7615527, 6.6546422 49.761636))",,Trier,DE,24,54292,Schöndorfer Straße,,"[1403857035, 1403857080, 1403856967, 1403856917, 10814515795, 1403857011, 1403857035]",retail,1,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127958134,,"POLYGON ((6.6392273 49.7524358, 6.6393411 49.7523993, 6.6392731 49.7523146, 6.6391622 49.7523535, 6.6391764 49.7523718, 6.6392273 49.7524358))",,Trier,DE,1,54290,Pfützenstraße,,"[1414955705, 1414955697, 1414955674, 1414955686, 1414955692, 1414955705]",retail,2,,,,,"Friedens- und Umweltzentrum, Weltladen",,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128215881,,"POLYGON ((6.6344678 49.7605724, 6.6345193 49.7605152, 6.6350376 49.7607109, 6.6349769 49.7607683, 6.6349494 49.7607949, 6.6344438 49.7606057, 6.6344678 49.7605724))",,,,,,,,"[1417402262, 1417402261, 1417402264, 10926833661, 1417402266, 1651827254, 1417402262]",retail,2,,,,,,,2,half-hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
